nombre,link,direccion,tipo,categoria,telefono,email
FESTA DA LAGOSTA E DA COCIÑA MARIÑEIRA,https://www.turismo.gal/recurso/-/detalle/25816/festa-da-lagosta-e-da-cocina-marineira?langId=es_ES&tp=97&ctre=261,36780 A Guarda - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DA LAMPREA,https://www.turismo.gal/recurso/-/detalle/fi-po-000021/festa-da-lamprea?langId=es_ES&tp=97&ctre=262,Arbo - Pontevedra,Fiestas de interés turístico Internacional,,,
FESTA DA LAMPREA SECA,https://www.turismo.gal/recurso/-/detalle/220420000536/festa-da-lamprea-seca-?langId=es_ES&tp=97&ctre=261,Arbo - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DA OSTRA DE ARCADE,https://www.turismo.gal/recurso/-/detalle/fi-po-000015/festa-da-ostra-de-arcade?langId=es_ES&tp=97&ctre=261,Soutomaior - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DA RECONQUISTA,https://www.turismo.gal/recurso/-/detalle/fi-po-000025/festa-da-reconquista?langId=es_ES&tp=97&ctre=257,Vigo - Pontevedra,Fiestas de interés turístico nacional,,,
FESTA DA ROSA,https://www.turismo.gal/recurso/-/detalle/280381911/festa-da-rosa?langId=es_ES&tp=97&ctre=261,Mos - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DA TROITA,https://www.turismo.gal/recurso/-/detalle/fi-po-000008/festa-da-troita?langId=es_ES&tp=97&ctre=261,36828 Ponte Caldelas - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DA VIEIRA DE CAMBADOS,https://www.turismo.gal/recurso/-/detalle/280380635/festa-da-vieira-de-cambados?langId=es_ES&tp=97&ctre=261,Cambados - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DAS ALFOMBRAS FLORAIS DE BUEU,https://www.turismo.gal/recurso/-/detalle/170623001362/festa-das-alfombras-florais-de-bueu?langId=es_ES&tp=97&ctre=261,Bueu - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DE EXALTACIÓN DO MARISCO,https://www.turismo.gal/recurso/-/detalle/fi-po-000010/festa-de-exaltacion-do-marisco?langId=es_ES&tp=97&ctre=257,O Grove - Pontevedra,Fiestas de interés turístico nacional,,,
FESTA DE SAN MIGUEL E DANZA DAS ESPADAS,https://www.turismo.gal/recurso/-/detalle/fi-po-000028/festa-de-san-miguel-e-danza-das-espadas?langId=es_ES&tp=97&ctre=261,"Avenida Ourense, nº 3 Marín - Pontevedra",Fiestas de Galicia de interés turístico,,,
FESTA DO CALDO GALEGO DE MOURENTE,https://www.turismo.gal/recurso/-/detalle/180528000490/festa-do-caldo-galego-de-mourente?langId=es_ES&tp=97&ctre=261,Pontevedra - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DO CARNEIRO Ó ESPETO,https://www.turismo.gal/recurso/-/detalle/fi-po-000016/festa-do-carneiro-o-espeto?langId=es_ES&tp=97&ctre=261,Moraña - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DO CHOCO,https://www.turismo.gal/recurso/-/detalle/fi-po-000031/festa-do-choco?langId=es_ES&tp=97&ctre=261,Redondela - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DO COCIDO,https://www.turismo.gal/recurso/-/detalle/fi-po-000002/festa-do-cocido?langId=es_ES&tp=97&ctre=262,Lalín - Pontevedra,Fiestas de interés turístico Internacional,,,
"FESTA DO CORPUS CHRISTI DE REDONDELA, COS EVENTOS CELEBRATIVOS DA COCA, AS PENLAS E A DANZA DAS ESPADAS",https://www.turismo.gal/recurso/-/detalle/fi-po-000007/festa-do-corpus-christi-de-redondela-cos-eventos-celebrativos-da-coca-as-penlas-e-a-danza-das-espadas?langId=es_ES&tp=97&ctre=261,Redondela - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DO GAITEIRO DE SOUTELO DE MONTES,https://www.turismo.gal/recurso/-/detalle/fi-po-000027/festa-do-gaiteiro-de-soutelo-de-montes?langId=es_ES&tp=97&ctre=261,"Plaza da Igrexa, nº 1 Forcarei - Pontevedra",Fiestas de Galicia de interés turístico,,,
FESTA DO LACÓN CON GRELOS,https://www.turismo.gal/recurso/-/detalle/fi-po-000026/festa-do-lacon-con-grelos?langId=es_ES&tp=97&ctre=261,"Plaza da Constitución, nº 4 Cuntis - Pontevedra",Fiestas de Galicia de interés turístico,,,
FESTA DO MEXILLÓN E DO BERBERECHO,https://www.turismo.gal/recurso/-/detalle/30301/festa-do-mexillon-e-do-berberecho?langId=es_ES&tp=97&ctre=261,Vilanova de Arousa - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DO MONTE,https://www.turismo.gal/recurso/-/detalle/fi-po-000022/festa-do-monte?langId=es_ES&tp=97&ctre=261,A Guarda - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DO POLBO,https://www.turismo.gal/recurso/-/detalle/35231/festa-do-polbo?langId=es_ES&tp=49&ctre=281,Esplanada da Lonxa 36930 Bueu - Pontevedra,Feria especializada,,,
FESTA DO REQUEIXO E DO MEL DAS NEVES,https://www.turismo.gal/recurso/-/detalle/fi-po-000032/festa-do-requeixo-e-do-mel-das-neves?langId=es_ES&tp=97&ctre=261,As Neves - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DO SALMÓN,https://www.turismo.gal/recurso/-/detalle/fi-po-000030/festa-do-salmon?langId=es_ES&tp=97&ctre=261,A Estrada - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DO SAN BRAIS DE BEMBRIVE,https://www.turismo.gal/recurso/-/detalle/190422000312/festa-do-san-brais-de-bembrive?langId=es_ES&tp=97&ctre=261,36313 Vigo - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DO SAN MARTIÑO,https://www.turismo.gal/recurso/-/detalle/280380391/festa-do-san-martino?langId=es_ES&tp=97&ctre=261,Moaña - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DO SANTÍSIMO CRISTO DOS AFLIXIDOS DE BOUZAS,https://www.turismo.gal/recurso/-/detalle/fi-po-000019/festa-do-santisimo-cristo-dos-aflixidos-de-bouzas?langId=es_ES&tp=97&ctre=261,Vigo - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DO VIÑO ALBARIÑO,https://www.turismo.gal/recurso/-/detalle/fi-po-000013/festa-do-vino-albarino?langId=es_ES&tp=97&ctre=262,Cambados - Pontevedra,Fiestas de interés turístico Internacional,,,
FESTA DO VIÑO DO CONDADO DO TEA,https://www.turismo.gal/recurso/-/detalle/161115000048/festa-do-vino-do-condado-do-tea?langId=es_ES&tp=97&ctre=261,36450 Salvaterra de Miño - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA DO VIÑO TINTA FEMIA,https://www.turismo.gal/recurso/-/detalle/35232/festa-do-vino-tinta-femia?langId=es_ES&tp=49&ctre=281,36930 Bueu - Pontevedra,Feria especializada,,,
FESTA ENCONTRO DEGUSTACIÓN DO MILLO CORVO,https://www.turismo.gal/recurso/-/detalle/fi-po-000023/festa-encontro-degustacion-do-millo-corvo?langId=es_ES&tp=97&ctre=261,Bueu - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTA GASTRONÓMICA DO GALO DE CURRAL,https://www.turismo.gal/recurso/-/detalle/fi-po-000024/festa-gastronomica-do-galo-de-curral?langId=es_ES&tp=97&ctre=261,Vila de Cruces - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTAS DE SAN BENITIÑO DE LÉREZ,https://www.turismo.gal/recurso/-/detalle/fi-po-000009/festas-de-san-benitino-de-lerez?langId=es_ES&tp=97&ctre=261,Pontevedra - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTAS PATRONAIS DE SAN TELMO,https://www.turismo.gal/recurso/-/detalle/fi-po-000018/festas-patronais-de-san-telmo?langId=es_ES&tp=97&ctre=261,36700 Tui - Pontevedra,Fiestas de Galicia de interés turístico,,,
FESTAS PATRONAIS NA HONRA DE SAN ROQUE,https://www.turismo.gal/recurso/-/detalle/fi-po-000006/festas-patronais-na-honra-de-san-roque?langId=es_ES&tp=97&ctre=257,Vilagarcía de Arousa - Pontevedra,Fiestas de interés turístico nacional,,,
FRANCISCO PAZOS MARTÍNEZ,https://www.turismo.gal/recurso/-/detalle/35833/francisco-pazos-martinez?langId=es_ES&tp=55&ctre=1000141,nº 7 36638 Meaño - Pontevedra,Talleres artesanales,,+34 986 747 153,fpazosm@hotmail.com
FUNDACIÓN TERRA TERMARUM CASTROLANDÍN,https://www.turismo.gal/recurso/-/detalle/280376660/fundacion-terra-termarum-castrolandin?langId=es_ES&tp=55&ctre=1000141,"Plaza das Árbores, nº 14 36670 Cuntis - Pontevedra",Talleres artesanales,,+34 986 532 668,ceramica@castrolandin.es
GAITAS GIL,https://www.turismo.gal/recurso/-/detalle/35564/gaitas-gil?langId=es_ES&tp=55&ctre=1000141,"Calle Real, nº 26 36860 Ponteareas - Pontevedra",Talleres artesanales,,,gaitasgil@gaitasgil.com
GALICIA BIKE TOURS,https://www.turismo.gal/recurso/-/detalle/221107000048/galicia-bike-tours?langId=es_ES&tp=85&ctre=172,"Estrada da Lanzada, nº 46 36970 Sanxenxo - Pontevedra",Empresas de actividades deportivas,,,
GALICIA MARINE CHARTER,https://www.turismo.gal/recurso/-/detalle/38605/galicia-marine-charter?langId=es_ES&tp=85&ctre=172,"Alcalde Rey Daviña, 10 - 2º 36600 Vilagarcía de Arousa - Pontevedra",Empresas de actividades deportivas,,,afrnautica@msn.com
GALIESTAMPA,https://www.turismo.gal/recurso/-/detalle/170808000056/galiestampa?langId=es_ES&tp=55&ctre=1000141,"Plaza Antonio Taboada, nº 9 36307 Baiona - Pontevedra",Talleres artesanales,,+34 986 352 285,galiestampa@galiestampa.com
GALIEXPOTUNNING 2º SALÓN TUNNING SHOW,https://www.turismo.gal/recurso/-/detalle/35211/galiexpotunning-2-salon-tunning-show?langId=es_ES&tp=49&ctre=285,Avd. Aeroporto 772 - IFEVI 36318 Vigo - Pontevedra,Muestras,,,
GALPING,https://www.turismo.gal/recurso/-/detalle/220701000011/galping-?langId=es_ES&tp=85&ctre=172,"Candán, nº 29 36691 Soutomaior - Pontevedra",Empresas de actividades deportivas,,,
GAXELA C.B.,https://www.turismo.gal/recurso/-/detalle/35403/gaxela-c.b.?langId=es_ES&tp=55&ctre=1000141,"Calle Urzáiz, nº 97 36204 Vigo - Pontevedra",Talleres artesanales,,+34 986 437 435,info.gaxela@gmail.com
"GENUINE EXPERIENCES, S.L.",https://www.turismo.gal/recurso/-/detalle/280377914/genuine-experiences-s.l.?langId=es_ES&tp=85&ctre=172,"Calle Conde de Torrecedeira , nº 16 36202 Vigo - Pontevedra",Empresas de actividades deportivas,,+34 619 099 528,imerchan@joaquinvieta.com
GOLF BALNEARIO DE MONDARIZ,https://www.turismo.gal/recurso/-/detalle/21310/golf-balneario-de-mondariz?langId=es_ES&tp=64&ctre=97,Avenida de Enrique Peinador s/n 36890 Mondariz-Balneario - Pontevedra,Campo de golf,,+34 986 656 156,golf@balneariodemondariz.com
GOLF LA TOJA,https://www.turismo.gal/recurso/-/detalle/td-po-000426/golf-la-toja?langId=es_ES&tp=85&ctre=172,ISLA DE LA TOJA 0 O Grove - Pontevedra,Empresas de actividades deportivas,,,
GOLF RÍA DE VIGO,https://www.turismo.gal/recurso/-/detalle/477/golf-ria-de-vigo?langId=es_ES&tp=64&ctre=97,36957 Moaña - Pontevedra,Campo de golf,,+34 986 327 051,info@riadevigogolf.com
GR 53 PANORÁMICO DE VIGO,https://www.turismo.gal/recurso/-/detalle/33700/gr-53-panoramico-de-vigo?langId=es_ES&tp=6&ctre=23,Pontevedra,Senderos,,,
GR 94 RURAL DE GALICIA,https://www.turismo.gal/recurso/-/detalle/33775/gr-94-rural-de-galicia?langId=es_ES&tp=6&ctre=23,"Pontevedra
A Coruña",Senderos,,,
GRAN TALASO HOTEL SANXENXO,https://www.turismo.gal/recurso/-/detalle/280377200/gran-talaso-hotel-sanxenxo?langId=es_ES&tp=103&ctre=1000104,"Paseo Praia de Silgar, nº 3 36960 Sanxenxo - Pontevedra",Talaso,,+34 986 691 111,reservas@hotelsanxenxo.com
GUÍAS GALAICOS,https://www.turismo.gal/recurso/-/detalle/230803000066/guias-galaicos?langId=es_ES&tp=85&ctre=172,"O Vilar, nº 1 36690 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,
GUÍAS MALOUCO,https://www.turismo.gal/recurso/-/detalle/nr-po-000332/guias-malouco?langId=es_ES&tp=85&ctre=172,"AVD. GALICIA, S/N 36940 Cangas - Pontevedra",Empresas de actividades deportivas,,,
GUIMATUR,https://www.turismo.gal/recurso/-/detalle/td-po-000313/guimatur?langId=es_ES&tp=85&ctre=172,"PRAZA DO CONCELLO, 1 0 Cambados - Pontevedra",Empresas de actividades deportivas,,,
HIPER HALEY (GADISA),https://www.turismo.gal/recurso/-/detalle/269577241/hiper-haley-gadisa-?langId=es_ES&tp=40&ctre=227,Carballeira da Botica 36500 Lalín - Pontevedra,Hipermercados,,+34 902 503 111 / +34 986 787 088,
HIPERFEIRA DE PORTAS,https://www.turismo.gal/recurso/-/detalle/272816117/hiperfeira-de-portas?langId=es_ES&tp=49&ctre=283,"Estación, s/n 36658 Portas - Pontevedra",Mercadillo,feirón,,
IGNACIO RODRIGUEZ PEQUEÑO,https://www.turismo.gal/recurso/-/detalle/190620000330/ignacio-rodriguez-pequeno?langId=es_ES&tp=85&ctre=172,"Camiño do Concello, nº 8 36212 Vigo - Pontevedra",Empresas de actividades deportivas,,,
ILLA DE AROUSA NAUTICA,https://www.turismo.gal/recurso/-/detalle/nr-po-000299/illa-de-arousa-nautica?langId=es_ES&tp=85&ctre=172,"PASEO O CANTIÑO, 4 BX 0 A Illa de Arousa - Pontevedra",Empresas de actividades deportivas,,,
IMRAMA NAUTICA Y SERVICIOS,https://www.turismo.gal/recurso/-/detalle/24233/imrama-nautica-y-servicios?langId=es_ES&tp=85&ctre=172,36600 Vilagarcía de Arousa - Pontevedra,Empresas de actividades deportivas,,+34 986 504 991,imrama@imrama.com
IMUA PADDLE SURF CLUB AGUETE,https://www.turismo.gal/recurso/-/detalle/210702000053/imua-paddle-surf-club-aguete?langId=es_ES&tp=85&ctre=172,Praia de Aguete 36913 Marín - Pontevedra,Empresas de actividades deportivas,,,paddlesurfaguete@gmail.com
INDOLOSUB,https://www.turismo.gal/recurso/-/detalle/nr-po-000341/indolosub?langId=es_ES&tp=85&ctre=172,"RUA FRAY JUAN DE NAVARRETE, 5 0 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,
INTRAMAR,https://www.turismo.gal/recurso/-/detalle/278562307/intramar?langId=es_ES&tp=85&ctre=172,"Calle GALUFA, nº 21 36619 Vilagarcía de Arousa - Pontevedra",Empresas de actividades deportivas,,+34 986 742 072,chasula@intramar.org
JOSÉ JUAN - GUÍA DE ESCALADA,https://www.turismo.gal/recurso/-/detalle/180604000072/jose-juan-guia-de-escalada?langId=es_ES&tp=85&ctre=172,"Lugar Estacas, nº 25 36847 Fornelos de Montes - Pontevedra",Empresas de actividades deportivas,,,
JULIO EIROA - NATUREANDPHOTO,https://www.turismo.gal/recurso/-/detalle/200604000052/julio-eiroa-natureandphoto?langId=es_ES&tp=85&ctre=172,"Rúa Toveiros , nº 8 36872 Covelo - Pontevedra",Empresas de actividades deportivas,,,
JULIO VERNE NAUTIA,https://www.turismo.gal/recurso/-/detalle/240208000110/julio-verne-nautia?langId=es_ES&tp=85&ctre=172,"Calle do Reloj, nº 5 36300 Baiona - Pontevedra",Empresas de actividades deportivas,,,
KAYAK OCIO,https://www.turismo.gal/recurso/-/detalle/180621000475/kayak-ocio-?langId=es_ES&tp=85&ctre=172,"Calle Vista Alegre, nº 8 36794 Oia - Pontevedra",Empresas de actividades deportivas,,,
KAYAKS & PADDLE SURF ILLA DE AROUSA,https://www.turismo.gal/recurso/-/detalle/221121000237/kayaks-paddle-surf-illa-de-arousa?langId=es_ES&tp=85&ctre=172,"TRAVESIA - ENTRECORTIÑAS, nº 10 36626 A Illa de Arousa - Pontevedra",Empresas de actividades deportivas,,+34 633 237 341,otero.garcia.lucia@hotmail.com
LADEIRA BEACH,https://www.turismo.gal/recurso/-/detalle/nr-po-000376/ladeira-beach?langId=es_ES&tp=85&ctre=172,"RUA SANTA MARTA, 27 0 Baiona - Pontevedra",Empresas de actividades deportivas,,,
LATITUDE 42,https://www.turismo.gal/recurso/-/detalle/nr-po-000333/latitude-42?langId=es_ES&tp=85&ctre=172,"LG. PUNTA DE MONTALVO, 127 990 Sanxenxo - Pontevedra",Empresas de actividades deportivas,,,
LICEO MARÍTIMO DE BOUZAS,https://www.turismo.gal/recurso/-/detalle/28414/liceo-maritimo-de-bouzas?langId=es_ES&tp=66&ctre=117,"Avenida Eduardo Cabello, nº 8 36208 Vigo - Pontevedra",Instal. náutico deportivas. Marítima,,9862392442,info@liceobouzas.com
LIMENS BEACH,https://www.turismo.gal/recurso/-/detalle/nr-po-000377/limens-beach?langId=es_ES&tp=85&ctre=172,"PRAIA DE SANTA MARTA, DARBO 0 Cangas - Pontevedra",Empresas de actividades deportivas,,,
"LIÑA MYTILUS, S.L.",https://www.turismo.gal/recurso/-/detalle/td-po-000416/lina-mytilus-s.l.?langId=es_ES&tp=85&ctre=172,"RUA DA TABLADA, 2-2ºA 0 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,
LINDNER JET AND BIKE,https://www.turismo.gal/recurso/-/detalle/211213000059/lindner-jet-and-bike-?langId=es_ES&tp=85&ctre=172,Porto Juan Carlo I 36960 Sanxenxo - Pontevedra,Empresas de actividades deportivas,,,
LIÑO E LÁ,https://www.turismo.gal/recurso/-/detalle/170803000040/lino-e-la?langId=es_ES&tp=55&ctre=1000141,nº 15 A 36388 Gondomar - Pontevedra,Talleres artesanales,,+34 986 352 756,manahi@telefonica.net
LONXA DE A GUARDA,https://www.turismo.gal/recurso/-/detalle/25815/lonxa-de-a-guarda?langId=es_ES&tp=39&ctre=224,"Porto, nº s/n 36780 A Guarda - Pontevedra",Lonja,,+34 986 610 953,
LONXA DE A ILLA DE AROUSA,https://www.turismo.gal/recurso/-/detalle/280378878/lonxa-de-a-illa-de-arousa?langId=es_ES&tp=39&ctre=224,"Peirao do Xufre, nº s/n 36626 A Illa de Arousa - Pontevedra",Lonja,,+34 986 551 555 / +34 986 551 057,
LONXA DE ALDÁN (CANGAS),https://www.turismo.gal/recurso/-/detalle/24896/lonxa-de-aldan-cangas-?langId=es_ES&tp=39&ctre=224,Peirao de Aldán 36945 Cangas - Pontevedra,Lonja,,+34 986 329 250,
LONXA DE CAMBADOS,https://www.turismo.gal/recurso/-/detalle/277312071/lonxa-de-cambados?langId=es_ES&tp=39&ctre=224,Porto de Tragrove 36634 Cambados - Pontevedra,Lonja,,+34 986 542 484,infoguimatur@guimatur.org
LONXA DE CAMPELO,https://www.turismo.gal/recurso/-/detalle/277312691/lonxa-de-campelo?langId=es_ES&tp=39&ctre=224,"Porto de Campelo, nº s/n 36994 Poio - Pontevedra",Lonja,,+34 986 771 437,lonxa_campelo@terra.es
LONXA DE CANGAS,https://www.turismo.gal/recurso/-/detalle/24897/lonxa-de-cangas?langId=es_ES&tp=39&ctre=224,"Avda. de Bueu, nº s/n 36940 Cangas - Pontevedra",Lonja,,+34 986 300 173,
LONXA DE CARRIL,https://www.turismo.gal/recurso/-/detalle/280378880/lonxa-de-carril?langId=es_ES&tp=39&ctre=224,"Alameda, nº s/n 36610 Vilagarcía de Arousa - Pontevedra",Lonja,,+34 986 508 542,
LONXA DE MOAÑA,https://www.turismo.gal/recurso/-/detalle/25976/lonxa-de-moana?langId=es_ES&tp=39&ctre=224,"Porto de Meira, s/n 36950 Moaña - Pontevedra",Lonja,,+34 986 313 904,
LONXA DE REDONDELA,https://www.turismo.gal/recurso/-/detalle/280378879/lonxa-de-redondela?langId=es_ES&tp=39&ctre=224,"Avda. Mendiño, nº s/n 36800 Redondela - Pontevedra",Lonja,,+34 986 079 084,
LONXA DE VILANOVA DE AROUSA,https://www.turismo.gal/recurso/-/detalle/280378882/lonxa-de-vilanova-de-arousa?langId=es_ES&tp=39&ctre=224,"Porto Deportivo, nº s/n 36620 Vilanova de Arousa - Pontevedra",Lonja,,,
LONXA DE VILAXOÁN (VILAGARCÍA DE AROUSA),https://www.turismo.gal/recurso/-/detalle/280378881/lonxa-de-vilaxoan-vilagarcia-de-arousa-?langId=es_ES&tp=39&ctre=224,"Porto, nº s/n 36611 Vilagarcía de Arousa - Pontevedra",Lonja,,+34 986 506 910,
LONXA DO GROVE,https://www.turismo.gal/recurso/-/detalle/25862/lonxa-do-grove?langId=es_ES&tp=39&ctre=224,Zona portuaria 36980 O Grove - Pontevedra,Lonja,,+34 986 732 765,blacino@terra.es
LUNA BAYONA,https://www.turismo.gal/recurso/-/detalle/nr-po-000362/luna-bayona?langId=es_ES&tp=85&ctre=172,"AVD. MONTERREAL, 2 0 Baiona - Pontevedra",Empresas de actividades deportivas,,,
"M. LAREO ASOCIADOS COMUNICACIÓN, S.L.",https://www.turismo.gal/recurso/-/detalle/nr-po-000222/m.-lareo-asociados-comunicacion-s.l.?langId=es_ES&tp=85&ctre=172,"CELSO EMILIO FERREIRO, 3-1º SOTANO 0 Vigo - Pontevedra",Empresas de actividades deportivas,,,
MALIBU,https://www.turismo.gal/recurso/-/detalle/24110/malibu?langId=es_ES&tp=85&ctre=172,36379 Nigrán - Pontevedra,Empresas de actividades deportivas,,,
MALLA TRADICIONAL DE LALÍN,https://www.turismo.gal/recurso/-/detalle/220421000571/malla-tradicional-de-lalin?langId=es_ES&tp=97&ctre=261,Lalín - Pontevedra,Fiestas de Galicia de interés turístico,,,
MANUEL VILAVERDE,https://www.turismo.gal/recurso/-/detalle/280376638/manuel-vilaverde?langId=es_ES&tp=55&ctre=1000141,"Calle Codesal, nº s/n 36684 A Estrada - Pontevedra",Talleres artesanales,,+34 986 578 208,info@vilaverde.es
MAR BARRAL,https://www.turismo.gal/recurso/-/detalle/170807000049/mar-barral?langId=es_ES&tp=55&ctre=1000141,nº 3A 36612 Catoira - Pontevedra,Talleres artesanales,,+34 986 186 920,info@marbarral.com
"MAREGALIA, S.L.U.",https://www.turismo.gal/recurso/-/detalle/259936541/maregalia-s.l.u.?langId=es_ES&tp=85&ctre=172,"RUA FAISAN, 1 36205 Vigo - Pontevedra",Empresas de actividades deportivas,,+34 902 201 180,
"MAREXADA, LECER, DEPORTE E CULTURA",https://www.turismo.gal/recurso/-/detalle/nr-po-000363/marexada-lecer-deporte-e-cultura?langId=es_ES&tp=85&ctre=172,"RUA FRAGOSO, 63-3ºA 0 Vigo - Pontevedra",Empresas de actividades deportivas,,,
MARIA ELENA AGRA FERNANDEZ,https://www.turismo.gal/recurso/-/detalle/nr-po-000383/maria-elena-agra-fernandez?langId=es_ES&tp=85&ctre=172,PEDRAPICADA INSUA Nº 28 0 Ponte Caldelas - Pontevedra,Empresas de actividades deportivas,,,
MARINA DAVILA SPORT,https://www.turismo.gal/recurso/-/detalle/28413/marina-davila-sport?langId=es_ES&tp=66&ctre=117,Peirao de Reparacións de bouzas 36208 Vigo - Pontevedra,Instal. náutico deportivas. Marítima,,+34 986 244 612,marina@davilasport.es
MARINA DEPORTIVA DE BOUZAS,https://www.turismo.gal/recurso/-/detalle/191120000157/marina-deportiva-de-bouzas?langId=es_ES&tp=66&ctre=117,Porto pesqueiro de Vigo 36202 Vigo - Pontevedra,Instal. náutico deportivas. Marítima,,+34 986 210 407,cofradiavigo@cofradiavigo.org
MARINA PUNTA LAGOA,https://www.turismo.gal/recurso/-/detalle/36567/marina-punta-lagoa?langId=es_ES&tp=66&ctre=117,"Baixada á Lagoa, nº s/n 36207 Vigo - Pontevedra",Instal. náutico deportivas. Marítima,,+34 986 347 305,info@marinapuntalagoa.com
MARINA VILAGARCÍA,https://www.turismo.gal/recurso/-/detalle/28403/marina-vilagarcia?langId=es_ES&tp=66&ctre=117,"Peirao de Pasaxeiros, nº s/n 36600 Vilagarcía de Arousa - Pontevedra",Instal. náutico deportivas. Marítima,,+34 986 511 175,marinavilagarcia@marinavilagarcia.com
MASQUEFERIA,https://www.turismo.gal/recurso/-/detalle/280380991/masqueferia?langId=es_ES&tp=49&ctre=281,"IFEVI - Institutio Feiral de Vigo , Avenida do Aeroporto, Cotogrande, nº 772 Vigo - Pontevedra",Feria especializada,,,info@masqueferia.com
MAWIDA MONTAÑAS Y NATURALEZA,https://www.turismo.gal/recurso/-/detalle/200824000809/mawida-montanas-y-naturaleza?langId=es_ES&tp=85&ctre=172,"Vista Alegre, nº 20 36600 Vilagarcía de Arousa - Pontevedra",Empresas de actividades deportivas,,,
MAYSIL,https://www.turismo.gal/recurso/-/detalle/35630/maysil?langId=es_ES&tp=55&ctre=1000141,"Padrón, nº 13 36680 A Estrada - Pontevedra",Talleres artesanales,,+34 986 570 595,maysiljoyas@hotmail.com
MEDIA LÚA,https://www.turismo.gal/recurso/-/detalle/35681/media-lua?langId=es_ES&tp=55&ctre=1000141,"Camino da Chousa, nº 2 36770 O Rosal - Pontevedra",Talleres artesanales,,,info@medialua.es
MERAKNAUTICA,https://www.turismo.gal/recurso/-/detalle/280376053/meraknautica?langId=es_ES&tp=85&ctre=172,Pto. Deportivo de Punta Lagoa - Baixada á Lagoa Vigo - Pontevedra,Empresas de actividades deportivas,,+34 986 283 803,info@meraknautica.com
MERCADILLO,https://www.turismo.gal/recurso/-/detalle/35182/mercadillo?langId=es_ES&tp=49&ctre=283,Enxeñeiro Rafael Areses 36005 Pontevedra - Pontevedra,Mercadillo,feirón,,
MERCADILLO DA CAÑIZA,https://www.turismo.gal/recurso/-/detalle/35261/mercadillo-da-caniza?langId=es_ES&tp=49&ctre=283,Oriente e Praza Maior 36880 A Cañiza - Pontevedra,Mercadillo,feirón,,
MERCADILLO DA ESTRADA (PRAZA DA FEIRA),https://www.turismo.gal/recurso/-/detalle/272551701/mercadillo-da-estrada-praza-da-feira-?langId=es_ES&tp=49&ctre=283,Lg. Praza da feira 36680 A Estrada - Pontevedra,Mercadillo,feirón,,
MERCADILLO DA ESTRADA (PRAZA DO MERCADO),https://www.turismo.gal/recurso/-/detalle/272586514/mercadillo-da-estrada-praza-do-mercado-?langId=es_ES&tp=49&ctre=283,Lg. Praza do Mercado 36680 A Estrada - Pontevedra,Mercadillo,feirón,,
MERCADILLO DA GOUXA,https://www.turismo.gal/recurso/-/detalle/35195/mercadillo-da-gouxa?langId=es_ES&tp=49&ctre=283,Campo da Feira 36518 Dozón - Pontevedra,Mercadillo,feirón,,
MERCADILLO DA SECA,https://www.turismo.gal/recurso/-/detalle/272791601/mercadillo-da-seca?langId=es_ES&tp=49&ctre=283,Praza da Seca 36995 Poio - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE A BANDEIRA,https://www.turismo.gal/recurso/-/detalle/273013270/mercadillo-de-a-bandeira?langId=es_ES&tp=49&ctre=283,Praza do Antroido e da Feira 36570 Silleda - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE A GUARDA,https://www.turismo.gal/recurso/-/detalle/35238/mercadillo-de-a-guarda?langId=es_ES&tp=49&ctre=283,Galicia - Alameda 36780 A Guarda - Pontevedra,Mercadillo,feirón,,
MERCADILLO DE A ILLA DE AROUSA,https://www.turismo.gal/recurso/-/detalle/272716329/mercadillo-de-a-illa-de-arousa?langId=es_ES&tp=49&ctre=283,Lg. Ribeira do Chazo 36626 A Illa de Arousa - Pontevedra,Mercadillo,feirón,,
