nombre,link,direccion,tipo,categoria,telefono,email,web,coordenadas,web_interna,situacion_caminos_de_santiago,soles_repsol,horario_de_admisión:,tipos_de_servicios,regímenes,plazas_totales_calculadas,clasificación,servicios_de_autocaravanas,situacion_acceso,declaración,principales_monumentos,número_de_tiendas,tipo_tiendas,actividades,servicios_convenciones,alquiler,habitaciones,más_información,descripción_de_actividades,navegación,períodos_de_funcionamiento,servicios_de_las_instalaciones,servicios_de_la_población,características,rango,accesibilidad,estrellas_michelin,situación,superficie,servicios,información_y_equipamientos,artesanos,actividad_del_taller,otras_características,salones,tarjetas,estilos,orden_religiosa,el_paseo,accesibilidad_a_tener_en_cuenta
IL PICCOLO,https://www.turismo.gal/recurso/-/detalle/10915/il-piccolo?langId=es_ES&tp=24&ctre=142,"Virgen del Camino, 16 36001 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 859 999,,,"42º 25' 41.3"" N - 8º 38' 27.6"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILLA DAS ESCULTURAS,https://www.turismo.gal/recurso/-/detalle/31817/illa-das-esculturas?langId=es_ES&tp=5&ctre=18,Illa da Xunqueira. Rafael Areses 36005 Pontevedra - Pontevedra,Parque,,,,,"42º 26' 17.9"" N - 8º 38' 02.0"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDOLOSUB,https://www.turismo.gal/recurso/-/detalle/nr-po-000341/indolosub?langId=es_ES&tp=85&ctre=172,"RUA FRAY JUAN DE NAVARRETE, 5 0 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSTITUTO VALLE-INCLAN,https://www.turismo.gal/recurso/-/detalle/26227/instituto-valle-inclan?langId=es_ES&tp=9&ctre=39,Avenida Montero Ríos 36001 Pontevedra - Pontevedra,Edificio singular,,+34 986 855 362,,,"42º 25' 51.6"" N - 8º 38' 51.2"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,Núcleo urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITACA,https://www.turismo.gal/recurso/-/detalle/v-po-006682/itaca?langId=es_ES&tp=1001549&ctre=40000240,"Calle MACEDA, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,javimoriluanco@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAMONERIA REY,https://www.turismo.gal/recurso/-/detalle/15479/jamoneria-rey-?langId=es_ES&tp=24&ctre=142,"Calle Joaquín Costa, nº 72 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 611 186 879,luciparedes@hotmail.com,,"42º 25' 39.5"" N - 8º 38' 13.8"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JYL COMIDA COLOMBIANA,https://www.turismo.gal/recurso/-/detalle/211019000192/jyl-comida-colombiana-?langId=es_ES&tp=1001549&ctre=40000240,"Calle González Zúñiga, nº 5 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMAL GASTROTECA,https://www.turismo.gal/recurso/-/detalle/v-po-008337/kamal-gastroteca?langId=es_ES&tp=1001549&ctre=40000240,"Calle Don Gonzalo, nº 2 36001 Pontevedra - Pontevedra",Café bar,,,jesus@lareuyseoane.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMELIA,https://www.turismo.gal/recurso/-/detalle/221003000002/kamelia?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Estrella, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,barestrellapontevedra@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KÁPITAL BURGUER,https://www.turismo.gal/recurso/-/detalle/v-po-005599/kapital-burguer?langId=es_ES&tp=1001549&ctre=40000240,"Calle Estación, nº 4 36004 Pontevedra - Pontevedra",Café bar,,,josempl@yahoo.es,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENZO SUSHI,https://www.turismo.gal/recurso/-/detalle/276758822/kenzo-sushi?langId=es_ES&tp=24&ctre=142,"Calle José Casal, nº 8 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 622 064 009,mguliasbalboa@gmail.com,,"42º 25' 40.9"" N - 8º 38' 22.6"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFC PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/240201000005/kfc-pontevedra?langId=es_ES&tp=24&ctre=142,"Avenida de Lugo, nº 89 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KING OMAR DONER KEBAB,https://www.turismo.gal/recurso/-/detalle/v-po-000213/king-omar-doner-kebab?langId=es_ES&tp=1001549&ctre=40000240,"Calle Padre Sarmiento, nº 8 36003 Pontevedra - Pontevedra",Café bar,,,yasirmeer2002@hotmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KISORO SUSHI,https://www.turismo.gal/recurso/-/detalle/280382451/kisoro-sushi?langId=es_ES&tp=24&ctre=142,"Calle Camiño do Ferro, nº 6 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 615 862 530,wangyiping220@gmail.com,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA TATA,https://www.turismo.gal/recurso/-/detalle/241105000036/la-tata?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sarmiento, nº 4 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA AUDIENCIA II,https://www.turismo.gal/recurso/-/detalle/v-po-004060/la-audiencia-ii?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rosalía de Castro, nº 1 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA BELLA NAPOLI,https://www.turismo.gal/recurso/-/detalle/r-po-002557/la-bella-napoli?langId=es_ES&tp=24&ctre=142,"Calle José Casal, nº 7 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 635 971 103,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA BOLA,https://www.turismo.gal/recurso/-/detalle/240531000640/la-bola?langId=es_ES&tp=1001549&ctre=40000240,"LOUREIRO CRESPO, nº 32 36004 Pontevedra - Pontevedra",Café bar,,+34 986 300 351,alberto.bon@exclusivasiglesias.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA BOTICA,https://www.turismo.gal/recurso/-/detalle/v-po-000466/la-botica?langId=es_ES&tp=1001549&ctre=40000240,"Calle Méndez Núñez, nº 2 36002 Pontevedra - Pontevedra",Café bar,,,BOTICAPONTEVEDRA@GMAIL.COM,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA BUENA VIDA,https://www.turismo.gal/recurso/-/detalle/r-po-003023/la-buena-vida?langId=es_ES&tp=24&ctre=142,"Calle Blanco Porto, nº 4 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 625 327 590,tandemcoctel@gmail.com,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA CÁMARA,https://www.turismo.gal/recurso/-/detalle/38195/la-camara?langId=es_ES&tp=24&ctre=142,"PRAZA DO TEUCRO, 18 0 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,info@lacamararestaurante.com,https://lacamararestaurante.com/,"42º 25' 57.6"" N - 8º 38' 42.9"" W",https://lacamararestaurante.com/,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA CASA DE LAS CINCO PUERTAS,https://www.turismo.gal/recurso/-/detalle/28540/la-casa-de-las-cinco-puertas?langId=es_ES&tp=24&ctre=142,"Avenida Santa María , nº 8 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 851 948,info@5puertas.com,http://www.5puertas.com/,"42º 25' 57.2"" N - 8º 38' 49.9"" W",http://www.5puertas.com/,Camino Portugués | Camino Portugués de la costa,Recomendado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA CASITA,https://www.turismo.gal/recurso/-/detalle/c-po-001090/la-casita?langId=es_ES&tp=1001550&ctre=40000242,"Calle Don Gonzalo, nº 11 36001 Pontevedra - Pontevedra",Cafetería,,+34 986 854 769,marponte@economistas.org,,"42º 25' 56.9"" N - 8º 38' 40.2"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA CATA,https://www.turismo.gal/recurso/-/detalle/200415000110/la-cata?langId=es_ES&tp=1001549&ctre=40000240,"Calle Alhondiga, nº 7 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA CATEDRAL,https://www.turismo.gal/recurso/-/detalle/v-po-006426/la-catedral?langId=es_ES&tp=1001549&ctre=40000240,"Avenida De Vigo, nº 63 A 36003 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA CATRINA,https://www.turismo.gal/recurso/-/detalle/170419000048/la-catrina?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Xulián, nº 10 36002 Pontevedra - Pontevedra",Café bar,,,paola.gulias@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA CEPA,https://www.turismo.gal/recurso/-/detalle/15485/la-cepa?langId=es_ES&tp=24&ctre=142,"Charino, 39 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 855 274,,,"42º 26' 00.4"" N - 8º 38' 45.4"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA CULPA DE LA GULA,https://www.turismo.gal/recurso/-/detalle/180404000056/la-culpa-de-la-gula?langId=es_ES&tp=1001549&ctre=40000240,"Calle REAL, nº 25 36900 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA D´FRAN,https://www.turismo.gal/recurso/-/detalle/19722/la-d-fran?langId=es_ES&tp=24&ctre=142,"Calle Rosalía de Castro, nº 36 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 669 617 851,frangux@hotmail.com,,"42º 25' 29.6"" N - 8º 39' 05.6"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA ESPUELA II,https://www.turismo.gal/recurso/-/detalle/210303000173/la-espuela-ii?langId=es_ES&tp=1001549&ctre=40000240,"Calle Figueroa, nº 17 36001 Pontevedra - Pontevedra",Café bar,,,mololagr@hotmail.com,,"42º 25' 56.3"" N - 8º 38' 37.4"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA ESTAFETA,https://www.turismo.gal/recurso/-/detalle/v-po-005642/la-estafeta?langId=es_ES&tp=1001549&ctre=40000240,"RUA CELSO GARCIA DE LA RIEGA, 4 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA ESTRELLA DE LA ESTACION,https://www.turismo.gal/recurso/-/detalle/c-po-000894/la-estrella-de-la-estacion?langId=es_ES&tp=1001550&ctre=40000242,"Calle Eduardo Pondal - Vialia, nº 63 36003 Pontevedra - Pontevedra",Cafetería,,+34 609 839 817,migarcoarmak@hotmail.com,,"42º 25' 17.7"" N - 8º 38' 11.3"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA FAVORITA,https://www.turismo.gal/recurso/-/detalle/v-po-003797/la-favorita?langId=es_ES&tp=1001549&ctre=40000240,"Calle Padre Amoedo, nº 6 36002 Pontevedra - Pontevedra",Café bar,,,LEYAREGO@GMAIL.COM,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA FONDA,https://www.turismo.gal/recurso/-/detalle/230116000062/la-fonda?langId=es_ES&tp=67&ctre=135,"Calle Isabel II, nº 6 36002 Pontevedra - Pontevedra",Pensión,2 estrellas,,info@lafondapontevedra.com,,"42º 26' 00.6"" N - 8º 38' 43.8"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA FONDA,https://www.turismo.gal/recurso/-/detalle/230718000301/la-fonda?langId=es_ES&tp=24&ctre=142,"Calle Isabel II, nº 6 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,info@lafondapontevedra.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA GRAMOLA,https://www.turismo.gal/recurso/-/detalle/v-po-003306/la-gramola?langId=es_ES&tp=1001549&ctre=40000240,"Calle Méndez Núñez, nº 1 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA HORMIGA,https://www.turismo.gal/recurso/-/detalle/v-po-007068/la-hormiga?langId=es_ES&tp=1001549&ctre=40000240,"Calle Campillo De Santa María, nº 6 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA HUERTA DEL CURA,https://www.turismo.gal/recurso/-/detalle/c-po-001175/la-huerta-del-cura?langId=es_ES&tp=1001550&ctre=40000242,"Calle Joaquín Costa, nº 42 36001 Pontevedra - Pontevedra",Cafetería,,+34 622 064 009,MGULIASBALBOA@GMAIL.COM,,"42º 25' 41.9"" N - 8º 38' 22.1"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA NATA,https://www.turismo.gal/recurso/-/detalle/v-po-009099/la-nata?langId=es_ES&tp=1001549&ctre=40000240,"CURROS ENRIQUEZ, nº 4 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA PALOMA,https://www.turismo.gal/recurso/-/detalle/11639/la-paloma?langId=es_ES&tp=24&ctre=142,"Calle Da Pomba, nº 22 36162 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 844 276,,,"42º 26' 15.7"" N - 8º 37' 21.6"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA PARADITA,https://www.turismo.gal/recurso/-/detalle/v-po-006233/la-paradita?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fray Juan Navarrete, nº 7 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA PEPITA BURGUER BAR,https://www.turismo.gal/recurso/-/detalle/150603000020/la-pepita-burguer-bar?langId=es_ES&tp=1001549&ctre=40000240,R/ COBIAN ROFFIGÑAC Nº 2 36002 Pontevedra - Pontevedra,Café bar,,+34 651 821 570,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA PERLA 8,https://www.turismo.gal/recurso/-/detalle/v-po-006383/la-perla-8?langId=es_ES&tp=1001549&ctre=40000240,"Calle Herreros, nº 18 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA PIVO,https://www.turismo.gal/recurso/-/detalle/210310001044/la-pivo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sarmiento, nº 6 36002 Pontevedra - Pontevedra",Café bar,,,davidcangado@hotmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA POMADA,https://www.turismo.gal/recurso/-/detalle/v-po-008967/la-pomada?langId=es_ES&tp=1001549&ctre=40000240,"RUA REAL, 12 36003 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA QUESERIA,https://www.turismo.gal/recurso/-/detalle/v-po-007952/la-queseria?langId=es_ES&tp=1001549&ctre=40000240,"RUA MANUEL QUIROGA, 18 36001 Pontevedra - Pontevedra",Café bar,,,ICARRASCOHERMIDA@YAHOO.ES,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA RÍA,https://www.turismo.gal/recurso/-/detalle/258700146/la-ria?langId=es_ES&tp=67&ctre=135,"Areal, 5 - Praceres (Lourizán) 36910 Pontevedra - Pontevedra",Pensión,1 estrella,+34 986 881 716,,,"42º 24' 21.4"" N - 8º 40' 58.7"" W",,Camino Portugués | Camino Portugués de la costa,,,Calefacción central,,,,,,,,,,,Teléfono,,,,,,,,,,,,,,,,,,,,,,,,,
LA TASCA DE SISI,https://www.turismo.gal/recurso/-/detalle/15491/la-tasca-de-sisi?langId=es_ES&tp=24&ctre=142,"Calle Alfonso X El Sabio, nº 3 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 640 246 448,latascadesisi@gmail.com,,"42º 25' 30.0"" N - 8º 38' 38.4"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA TERRAZA,https://www.turismo.gal/recurso/-/detalle/1472/la-terraza?langId=es_ES&tp=24&ctre=142,"Carretera Marín, nº 4 36153 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 842 060,cybertocaal@hotmail.com,,"42º 24' 57.9"" N - 8º 40' 04.2"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA TIENDA DE CLARA,https://www.turismo.gal/recurso/-/detalle/v-po-006878/la-tienda-de-clara?langId=es_ES&tp=1001549&ctre=40000240,"PZA. TEUCRO, 8 0 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA TIENDA DE CLARA 3,https://www.turismo.gal/recurso/-/detalle/11664/la-tienda-de-clara-3?langId=es_ES&tp=24&ctre=142,"Augusto García Sánchez, 15 36001 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 102 310,,,"42º 25' 41.3"" N - 8º 38' 37.2"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA ULTRAMAR,https://www.turismo.gal/recurso/-/detalle/r-po-003658/la-ultramar?langId=es_ES&tp=24&ctre=142,"Calle Padre Amoedo , nº 1-3 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 857 266,restaurante@laultramar.es,https://laultramar.es/,"42º 25' 59.8"" N - 8º 38' 31.4"" W",https://laultramar.es/,Camino Portugués | Camino Portugués de la costa,Recomendado,,,,,,,,,,,,,,,,,,,,,,,,,Estrellas Michelin: Seleccionado,,,,,,,,,,,,,
LA VERBENA,https://www.turismo.gal/recurso/-/detalle/191212000160/la-verbena?langId=es_ES&tp=1001549&ctre=40000240,"Calle Paio Gómez Charino, nº 29 36002 Pontevedra - Pontevedra",Café bar,,,fincascochon@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA VIUDA,https://www.turismo.gal/recurso/-/detalle/11753/la-viuda?langId=es_ES&tp=24&ctre=142,"Lg. Cabaleiro, nº 31 36157 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 870 278,,,"42º 27' 48.6"" N - 8º 39' 59.0"" W",,Camino Portugués | Camino Portugués de la costa,Soletes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANDIN,https://www.turismo.gal/recurso/-/detalle/v-po-007804/landin-?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fray Juan Navarrete, nº 11 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANDIN 2,https://www.turismo.gal/recurso/-/detalle/240105000039/landin-2?langId=es_ES&tp=1001549&ctre=40000240,"Calle Michelena, nº 40 36001 Pontevedra - Pontevedra",Café bar,,+34 610 031 234,xoanpedreira@hotmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAPARUZAS,https://www.turismo.gal/recurso/-/detalle/v-po-008959/laparuzas?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Touceda, nº 47 36157 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAR DE MORAR,https://www.turismo.gal/recurso/-/detalle/v-po-008814/lar-de-morar?langId=es_ES&tp=1001549&ctre=40000240,LG. BARCIA NÚM. 50 36158 Pontevedra - Pontevedra,Café bar,,,,,"43º 04' 26.7"" N - 8º 52' 07.3"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAREIRA-2,https://www.turismo.gal/recurso/-/detalle/r-po-001843/lareira-2?langId=es_ES&tp=24&ctre=142,"Avenida Da Coruña , nº 41 36005 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAS BRASAS CANCAMO,https://www.turismo.gal/recurso/-/detalle/261024710/las-brasas-cancamo-?langId=es_ES&tp=24&ctre=142,"Cabaleiro, nº 29 36005 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAS PALMERAS,https://www.turismo.gal/recurso/-/detalle/210302000022/las-palmeras?langId=es_ES&tp=1001549&ctre=40000240,"Paseo Cervantes, nº 2 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LE MASCHERE,https://www.turismo.gal/recurso/-/detalle/v-po-007305/le-maschere?langId=es_ES&tp=1001549&ctre=40000240,"Calle Cruz Gallastegui, nº 12 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LELE II,https://www.turismo.gal/recurso/-/detalle/v-po-001923/lele-ii?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fernando Olmedo, nº 5 36004 Pontevedra - Pontevedra",Café bar,,,asesoresmarin@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LESTON,https://www.turismo.gal/recurso/-/detalle/210305000412/leston?langId=es_ES&tp=1001549&ctre=40000240,"Avenida de La Coruña, nº 58 36005 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICEO CASINO,https://www.turismo.gal/recurso/-/detalle/250516000290/liceo-casino?langId=es_ES&tp=1001549&ctre=40000240,"Calle Manuel Quiroga, nº 21 36002 Pontevedra - Pontevedra",Café bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LIÑA MYTILUS, S.L.",https://www.turismo.gal/recurso/-/detalle/td-po-000416/lina-mytilus-s.l.?langId=es_ES&tp=85&ctre=172,"RUA DA TABLADA, 2-2ºA 0 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOAIRA,https://www.turismo.gal/recurso/-/detalle/v-po-007335/loaira?langId=es_ES&tp=1001549&ctre=40000240,"PRAZA DA LEÑA, 2 361 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOLA,https://www.turismo.gal/recurso/-/detalle/v-po-008540/lola-?langId=es_ES&tp=1001549&ctre=40000240,"Calle José Casal, nº 1 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOLA & LIA,https://www.turismo.gal/recurso/-/detalle/280383374/lola-lia?langId=es_ES&tp=24&ctre=142,"Plaza Curros Enríquez, nº 1 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 659 115 542,lolayliaviriato@gmail.com,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOLITA,https://www.turismo.gal/recurso/-/detalle/v-po-008892/lolita?langId=es_ES&tp=1001549&ctre=40000240,"Praza da Curtidoira, nº 2 36001 Pontevedra - Pontevedra",Café bar,,,PAJAROCAMPOSRAMON@GMAIL.COM,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LON-FON,https://www.turismo.gal/recurso/-/detalle/1460/lon-fon?langId=es_ES&tp=24&ctre=142,"Blanco Porto, nº 4 36001 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 846 412,,,"42º 25' 45.9"" N - 8º 38' 21.3"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS CASTELLANOS,https://www.turismo.gal/recurso/-/detalle/v-po-009119/los-castellanos?langId=es_ES&tp=1001549&ctre=40000240,"Calle OLIVA, nº 23 36202 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS MIRABELES,https://www.turismo.gal/recurso/-/detalle/c-po-000794/los-mirabeles?langId=es_ES&tp=1001550&ctre=40000242,"Calle Francisco Tomás y Valiente, nº 1 36004 Pontevedra - Pontevedra",Cafetería,,+34 986 842 403,LABORAL@ISDEGA.ES,,"42º 25' 30.1"" N - 8º 38' 01.6"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
