nombre,link,direccion,tipo,categoria,telefono,email,web
CASTELAO,https://www.turismo.gal/recurso/-/detalle/c-po-000755/castelao?langId=es_ES&tp=1001550&ctre=40000242,"Calle Castelao , nº 5 36003 Pontevedra - Pontevedra",Cafetería,,,,
CAUSA STREET FOOD,https://www.turismo.gal/recurso/-/detalle/150903000008/causa-street-food?langId=es_ES&tp=1001549&ctre=40000240,"Calle Maceda, nº 8 36002 Pontevedra - Pontevedra",Café bar,,,pereztorresandre@gmail.com,
CEDROS DO HIMALAIA,https://www.turismo.gal/recurso/-/detalle/190527000485/cedros-do-himalaia?langId=es_ES&tp=40003930&ctre=40000140,Paseo de Cervantes 36001 Pontevedra - Pontevedra,Naturaleza en el Camino,,,,
CENTER,https://www.turismo.gal/recurso/-/detalle/15671/center?langId=es_ES&tp=24&ctre=142,"Rúa Michelena, nº 6 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 866 363,,
CENTRO,https://www.turismo.gal/recurso/-/detalle/v-po-007513/centro?langId=es_ES&tp=1001549&ctre=40000240,"C/ PEREGRINA Nº 14, LOCAL 3 0 Pontevedra - Pontevedra",Café bar,,,,
CENTRO COMERCIAL URBANO ZONA MONUMENTAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/269586805/centro-comercial-urbano-zona-monumental-de-pontevedra?langId=es_ES&tp=40&ctre=228,36602 Pontevedra - Pontevedra,Área Comercial Urbana,,+34 986 866 530,info@ccuzonamonumental.es,http://www.ccuzonamonumental.es/
CENTRO DE INTERPRETACIÓN DAS TORRES ARCEBISPAIS,https://www.turismo.gal/recurso/-/detalle/280377030/centro-de-interpretacion-das-torres-arcebispais?langId=es_ES&tp=62&ctre=167,"Travesía do Mestre Mateo, nº 1 36002 Pontevedra - Pontevedra",Centros de interpretación,,+34 986 090 677,cita@pontevedra.eu,http://www.cita.pontevedra.gal/
CERVECERIA BLACKBIRD,https://www.turismo.gal/recurso/-/detalle/221202000037/cerveceria-blackbird?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Sebastián, nº 18 36001 Pontevedra - Pontevedra",Café bar,,,jorgedieguez79@gmail.com,
CERVECERIA BLACKBIRD,https://www.turismo.gal/recurso/-/detalle/v-po-002247/cerveceria-blackbird?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Sebastián, nº 19 36001 Pontevedra - Pontevedra",Café bar,,,,
CERVECERÍA EL BRUCK,https://www.turismo.gal/recurso/-/detalle/v-po-006817/cerveceria-el-bruck?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Teucro, nº 2 36002 Pontevedra - Pontevedra",Café bar,,,,
CHANG EUFORIA,https://www.turismo.gal/recurso/-/detalle/c-po-001147/chang-euforia?langId=es_ES&tp=1001550&ctre=40000242,ESTACION FF.CC. PONTEVEDRA - CENTRO VIALIA 0 Pontevedra - Pontevedra,Cafetería,,,,
CHANG EUFORIA,https://www.turismo.gal/recurso/-/detalle/r-po-003517/chang-euforia?langId=es_ES&tp=24&ctre=142,ESTACION FF.CC. PONTEVEDRA - CENTRO VIALIA 0 Pontevedra - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,,,
"CHATITA, LA",https://www.turismo.gal/recurso/-/detalle/v-po-007582/chatita-la?langId=es_ES&tp=1001549&ctre=40000240,"PADRE FERNANDO OLMEDO, 20 0 Pontevedra - Pontevedra",Café bar,,,,
CHEER,https://www.turismo.gal/recurso/-/detalle/v-po-005565/cheer?langId=es_ES&tp=1001549&ctre=40000240,"Calle Figueroa, nº 25 36002 Pontevedra - Pontevedra",Café bar,,,02wcingolani@gmail.com,
CHESTER,https://www.turismo.gal/recurso/-/detalle/150824000066/chester?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sarmiento, nº 38 36001 Pontevedra - Pontevedra",Café bar,,,,
CHINCHO II,https://www.turismo.gal/recurso/-/detalle/v-po-008733/chincho-ii?langId=es_ES&tp=1001549&ctre=40000240,"LG. LUSQUIÑOS, 19 36158 Pontevedra - Pontevedra",Café bar,,,,
CHINO-CHEN,https://www.turismo.gal/recurso/-/detalle/15793/chino-chen?langId=es_ES&tp=24&ctre=142,"Virgen del Camino, 27 Bajo 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 841 881,,
CHIRALA,https://www.turismo.gal/recurso/-/detalle/v-po-009501/chirala?langId=es_ES&tp=1001549&ctre=40000240,"PRAZA MÉNDEZ NÚÑEZ, 15 1 Pontevedra - Pontevedra",Café bar,,,MVAZQUEZM73@YAHOO.ES,
CHOMPI,https://www.turismo.gal/recurso/-/detalle/210309000838/chompi?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Sarmiento, nº 5 36002 Pontevedra - Pontevedra",Café bar,,,,
CHURRASQUERÍA JR,https://www.turismo.gal/recurso/-/detalle/r-po-002506/churrasqueria-jr?langId=es_ES&tp=24&ctre=142,"LG. COCHERAS-LORURIZÁN, 6 36910 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
CHURRASQUERIA O CARRASCO,https://www.turismo.gal/recurso/-/detalle/278517985/churrasqueria-o-carrasco?langId=es_ES&tp=24&ctre=142,"Lg. Pazos , nº s/n 36158 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 861 453,laboral@mace4.com,
CHURRASQUERIA O CARRO,https://www.turismo.gal/recurso/-/detalle/16089/churrasqueria-o-carro?langId=es_ES&tp=24&ctre=142,"LG. TOUCEDA, nº 26 36157 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
CIELO,https://www.turismo.gal/recurso/-/detalle/v-po-000825/cielo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Marqués de Aranda, nº 4 36001 Pontevedra - Pontevedra",Café bar,,,isabel@ponteasesores.es,
CITANIA,https://www.turismo.gal/recurso/-/detalle/v-po-006791/citania?langId=es_ES&tp=1001549&ctre=40000240,"FERNANDO II, 1 0 Pontevedra - Pontevedra",Café bar,,,,
CLUB DEL CAFE,https://www.turismo.gal/recurso/-/detalle/171229000131/club-del-cafe?langId=es_ES&tp=1001549&ctre=40000240,"Calle MARQUES DE RIESTRA, nº 36 36001 Pontevedra - Pontevedra",Café bar,,,,
CLUB NAUTICO RIA DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/24256/club-nautico-ria-de-pontevedra?langId=es_ES&tp=85&ctre=172,"Augusto Gónzalez Besada, nº 10 36001 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,
CLUB NAVAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/24257/club-naval-de-pontevedra?langId=es_ES&tp=85&ctre=172,"Avda. de Uruguay, nº s/n 36002 Pontevedra - Pontevedra",Empresas de actividades deportivas,,+34 986 861 022,,
CLUB NAVAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/28408/club-naval-de-pontevedra?langId=es_ES&tp=66&ctre=117,36002 Pontevedra - Pontevedra,Instal. náutico deportivas. Marítima,,+34 986 861 022,,
COCODRINK,https://www.turismo.gal/recurso/-/detalle/v-po-009764/cocodrink?langId=es_ES&tp=1001549&ctre=40000240,"Calle Isabel II, nº 14 36001 Pontevedra - Pontevedra",Café bar,,,LUISALEXISPUNTACANA@GMAIL.COM,
CONFITERIA DINGUILINDIN,https://www.turismo.gal/recurso/-/detalle/210310001053/confiteria-dinguilindin?langId=es_ES&tp=1001549&ctre=40000240,"Praza Maior, nº 42 36860 Pontevedra - Pontevedra",Café bar,,,,
CORINTO,https://www.turismo.gal/recurso/-/detalle/190410000149/corinto?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Alba, nº 27 36157 Pontevedra - Pontevedra",Café bar,,,,
CORINTO,https://www.turismo.gal/recurso/-/detalle/32012/corinto?langId=es_ES&tp=22&ctre=129,nº 27 36157 Pontevedra - Pontevedra,Hotel,1 Estrella,+34 986 870 345,restaurantecorinto@hotmail.com,
CORTEGOSO,https://www.turismo.gal/recurso/-/detalle/v-po-008972/cortegoso?langId=es_ES&tp=1001549&ctre=40000240,"RUA JUAN BAUTISTA ANDRADE, 98 5 Pontevedra - Pontevedra",Café bar,,,,
COTON,https://www.turismo.gal/recurso/-/detalle/211122000194/coton?langId=es_ES&tp=1001549&ctre=40000240,"Lg. O Freixo, nº 10 36157 Pontevedra - Pontevedra",Café bar,,,,
COUTO DAS FORCADAS,https://www.turismo.gal/recurso/-/detalle/230602000057/couto-das-forcadas?langId=es_ES&tp=4&ctre=17,Pontevedra - Pontevedra,Mirador,,,,
COVELO,https://www.turismo.gal/recurso/-/detalle/v-po-001326/covelo?langId=es_ES&tp=1001549&ctre=40000240,"LG. BERDUCIDO- XEVE, 52 150 Pontevedra - Pontevedra",Café bar,,,,
CRALEM,https://www.turismo.gal/recurso/-/detalle/v-po-005505/cralem?langId=es_ES&tp=1001549&ctre=40000240,"Calle Javier Puig Llamas, nº 5 36001 Pontevedra - Pontevedra",Café bar,,,,
CRE-COTTÉ,https://www.turismo.gal/recurso/-/detalle/259729627/cre-cotte?langId=es_ES&tp=24&ctre=142,"RÚA REAL ,28 BAJO 0 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 859 374,,http://www.crecotte.com/
CROCA´S GRILL,https://www.turismo.gal/recurso/-/detalle/181113000104/croca-s-grill?langId=es_ES&tp=24&ctre=142,"Calle Eduardo Pondal, nº 78 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 640 039 313,,
CRUCEIRO DE ÁNIMAS DA BARCIA,https://www.turismo.gal/recurso/-/detalle/19307/cruceiro-de-animas-da-barcia?langId=es_ES&tp=10&ctre=56,36158 Pontevedra - Pontevedra,Peto de ánimas,,,,
CRUCEIRO DE ÁNIMAS DE FERREIROS,https://www.turismo.gal/recurso/-/detalle/19310/cruceiro-de-animas-de-ferreiros?langId=es_ES&tp=10&ctre=56,36157 Pontevedra - Pontevedra,Peto de ánimas,,,,
CRUCEIRO DE ÁNIMAS DA BARCIA,https://www.turismo.gal/recurso/-/detalle/19196/cruceiro-de-animas-da-barcia?langId=es_ES&tp=10&ctre=55,36158 Pontevedra - Pontevedra,Cruceiro,,,,
CRUCEIRO DE ÁNIMAS DA CARBALLEIRA,https://www.turismo.gal/recurso/-/detalle/19197/cruceiro-de-animas-da-carballeira?langId=es_ES&tp=10&ctre=55,36143 Pontevedra - Pontevedra,Cruceiro,,,,
CRUCEIRO DE ÁNIMAS DA CARBALLEIRA,https://www.turismo.gal/recurso/-/detalle/19308/cruceiro-de-animas-da-carballeira?langId=es_ES&tp=10&ctre=56,36143 Pontevedra - Pontevedra,Peto de ánimas,,,,
CRUCEIRO DE ÁNIMAS DAS CINCO RÚAS,https://www.turismo.gal/recurso/-/detalle/19199/cruceiro-de-animas-das-cinco-ruas?langId=es_ES&tp=10&ctre=55,"Plaza de Roxelio Lois, nº s/n 36002 Pontevedra - Pontevedra",Cruceiro,,,,
CRUCEIRO DE ÁNIMAS DAS CINCO RÚAS,https://www.turismo.gal/recurso/-/detalle/19309/cruceiro-de-animas-das-cinco-ruas?langId=es_ES&tp=10&ctre=56,"Plaza de Roxelio Lois, nº s/n 36002 Pontevedra - Pontevedra",Peto de ánimas,,,,
CRUCEIRO DE ÁNIMAS DE CABALEIRO,https://www.turismo.gal/recurso/-/detalle/19202/cruceiro-de-animas-de-cabaleiro?langId=es_ES&tp=10&ctre=55,36157 Pontevedra - Pontevedra,Cruceiro,,,,
CRUCEIRO DE ÁNIMAS DE CABALEIRO,https://www.turismo.gal/recurso/-/detalle/19312/cruceiro-de-animas-de-cabaleiro?langId=es_ES&tp=10&ctre=56,36157 Pontevedra - Pontevedra,Peto de ánimas,,,,
CRUCEIRO DE ÁNIMAS DE FERREIROS,https://www.turismo.gal/recurso/-/detalle/19200/cruceiro-de-animas-de-ferreiros?langId=es_ES&tp=10&ctre=55,36157 Pontevedra - Pontevedra,Cruceiro,,,,
CRUCEIRO DE ÁNIMAS DEL PUENTE DEL RÍO RONS,https://www.turismo.gal/recurso/-/detalle/19201/cruceiro-de-animas-del-puente-del-rio-rons?langId=es_ES&tp=10&ctre=55,36152 Pontevedra - Pontevedra,Cruceiro,,,,
CRUCEIRO DE ÁNIMAS DEL PUENTE DEL RÍO RONS,https://www.turismo.gal/recurso/-/detalle/19311/cruceiro-de-animas-del-puente-del-rio-rons?langId=es_ES&tp=10&ctre=56,36152 Pontevedra - Pontevedra,Peto de ánimas,,,,
CRUCEIRO DE ÁNIMAS DO MOUCHO,https://www.turismo.gal/recurso/-/detalle/19203/cruceiro-de-animas-do-moucho?langId=es_ES&tp=10&ctre=55,36158 Pontevedra - Pontevedra,Cruceiro,,,,
CRUCEIRO DE ÁNIMAS DO MOUCHO,https://www.turismo.gal/recurso/-/detalle/19313/cruceiro-de-animas-do-moucho?langId=es_ES&tp=10&ctre=56,36158 Pontevedra - Pontevedra,Peto de ánimas,,,,
CRUCEIRO DE ÁNIMAS SOBRE TEJADO,https://www.turismo.gal/recurso/-/detalle/19204/cruceiro-de-animas-sobre-tejado?langId=es_ES&tp=10&ctre=55,36152 Pontevedra - Pontevedra,Cruceiro,,,,
CRUCEIRO DE ÁNIMAS SOBRE TELLADO,https://www.turismo.gal/recurso/-/detalle/19314/cruceiro-de-animas-sobre-tellado?langId=es_ES&tp=10&ctre=56,36152 Pontevedra - Pontevedra,Peto de ánimas,,,,
CRUCEIRO-ESMOLEIRO DE CASAS NOVAS,https://www.turismo.gal/recurso/-/detalle/19206/cruceiro-esmoleiro-de-casas-novas?langId=es_ES&tp=10&ctre=55,36168 Pontevedra - Pontevedra,Cruceiro,,,,
CRUCEIRO-ESMOLEIRO DE CASAS NOVAS,https://www.turismo.gal/recurso/-/detalle/19315/cruceiro-esmoleiro-de-casas-novas?langId=es_ES&tp=10&ctre=56,36168 Pontevedra - Pontevedra,Peto de ánimas,,,,
CRUCEIRO-ESMOLEIRO DE SANTA MARÍA DE MOURENTE,https://www.turismo.gal/recurso/-/detalle/19208/cruceiro-esmoleiro-de-santa-maria-de-mourente?langId=es_ES&tp=10&ctre=55,36168 Pontevedra - Pontevedra,Cruceiro,,,,
CRUCEIRO-ESMOLEIRO DE SANTA MARÍA DE MOURENTE,https://www.turismo.gal/recurso/-/detalle/19317/cruceiro-esmoleiro-de-santa-maria-de-mourente?langId=es_ES&tp=10&ctre=56,36168 Pontevedra - Pontevedra,Peto de ánimas,,,,
CULTURAL MOURENTE,https://www.turismo.gal/recurso/-/detalle/210311001237/cultural-mourente?langId=es_ES&tp=1001549&ctre=40000240,"Avenida de Lugo, nº 109 36004 Pontevedra - Pontevedra",Café bar,,,,
CULTURGAL,https://www.turismo.gal/recurso/-/detalle/280381734/culturgal?langId=es_ES&tp=49&ctre=281,Lugar Pazo de Congresos e Exposicións 36005 Pontevedra - Pontevedra,Feria especializada,,,,http://culturgal.com/
D'OLIVE,https://www.turismo.gal/recurso/-/detalle/240122000254/d-olive?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fermi, nº 1 36004 Pontevedra - Pontevedra",Café bar,,+34 644 036 374,dolivegestion@gmail.com,
DA COSTA,https://www.turismo.gal/recurso/-/detalle/v-po-005469/da-costa?langId=es_ES&tp=1001549&ctre=40000240,R/PORTUGAL 62 - MONTEPORREIRO 36162 Pontevedra - Pontevedra,Café bar,,,,
DABARCA,https://www.turismo.gal/recurso/-/detalle/210309000767/dabarca?langId=es_ES&tp=1001549&ctre=40000240,"Calzada Palamios, nº 28 36002 Pontevedra - Pontevedra",Café bar,,,direccion@hoteldabarca.com,http://www.hoteldabarca.com/
DABARCA,https://www.turismo.gal/recurso/-/detalle/36080/dabarca?langId=es_ES&tp=22&ctre=129,"Calle Palamios , nº 6 36001 Pontevedra - Pontevedra",Hotel,3 Estrellas,+34 986 869 723,info@hoteldabarca.com,http://www.hoteldabarca.com/
DELICIOUS BAKERY,https://www.turismo.gal/recurso/-/detalle/210310001137/delicious-bakery?langId=es_ES&tp=1001549&ctre=40000240,"Calle Oliva - Galerias 2, nº 12 - 14 36001 Pontevedra - Pontevedra",Café bar,,,,
DETALLES CAFE,https://www.turismo.gal/recurso/-/detalle/v-po-008013/detalles-cafe?langId=es_ES&tp=1001549&ctre=40000240,"Calle GALERIA A OLIVA, 2 LOCAL 15 36001 Pontevedra - Pontevedra",Café bar,,,,
DEVESA - 5,https://www.turismo.gal/recurso/-/detalle/v-po-007661/devesa-5?langId=es_ES&tp=1001549&ctre=40000240,"RIESTRA, 38 0 Pontevedra - Pontevedra",Café bar,,,,http://www.adevesa.es/
"DEVESA 4, A",https://www.turismo.gal/recurso/-/detalle/v-po-006643/devesa-4-a?langId=es_ES&tp=1001549&ctre=40000240,RUA JOAQUIN COSTA 112 PONTEVEDRA 36004 Pontevedra - Pontevedra,Café bar,,,,
"DIGNA, CASA",https://www.turismo.gal/recurso/-/detalle/15449/digna-casa?langId=es_ES&tp=24&ctre=142,"Avenida Corbaceiras, nº 14 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 851 299,,
DIPUTACIÓN PROVINCIAL,https://www.turismo.gal/recurso/-/detalle/26247/diputacion-provincial?langId=es_ES&tp=9&ctre=39,Avenida Montero Ríos 36001 Pontevedra - Pontevedra,Edificio singular,,+34 986 804 100,,
DISC. BURGUER'S,https://www.turismo.gal/recurso/-/detalle/v-po-004834/disc.-burguer-s?langId=es_ES&tp=1001549&ctre=40000240,"TRVGONZALO GALLAS, 1 PONTEVEDRA 0 Pontevedra - Pontevedra",Café bar,,,,
DMC SOLOGRUPOS,https://www.turismo.gal/recurso/-/detalle/230803000063/dmc-sologrupos?langId=es_ES&tp=73&ctre=153,"Alameda, nº 16 36001 Pontevedra - Pontevedra",Agencia de viajes,,,marta@gtcconsultores.es,
DOBLE M,https://www.turismo.gal/recurso/-/detalle/v-po-003190/doble-m?langId=es_ES&tp=1001549&ctre=40000240,R/PARDO BAZAN 14 0 Pontevedra - Pontevedra,Café bar,,,,
DOCTOR LIVINGSTONE SUPONGO,https://www.turismo.gal/recurso/-/detalle/r-po-003054/doctor-livingstone-supongo?langId=es_ES&tp=24&ctre=142,"RÚA ALTA, 4 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
DOMINO'S PIZZA,https://www.turismo.gal/recurso/-/detalle/201102000002/domino-s-pizza?langId=es_ES&tp=24&ctre=142,"Calle Colón, nº 15 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,986108879 - 689849302,,
DOMINOS PIZZA,https://www.turismo.gal/recurso/-/detalle/160719000088/dominos-pizza?langId=es_ES&tp=24&ctre=142,"Calle Eduardo Pondal, nº 39 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 886 214 273,bramirez@zena.com,
DON JOSE,https://www.turismo.gal/recurso/-/detalle/v-po-002916/don-jose?langId=es_ES&tp=1001549&ctre=40000240,"CLPADRE FERNANDO OLMEDO, 2 PONTEVEDRA 0 Pontevedra - Pontevedra",Café bar,,,,
DON MANUEL,https://www.turismo.gal/recurso/-/detalle/c-po-000430/don-manuel?langId=es_ES&tp=1001550&ctre=40000242,LG. Monteporreiro 36162 Pontevedra - Pontevedra,Cafetería,,+34 986 855 712,,
DON SANCHO,https://www.turismo.gal/recurso/-/detalle/c-po-000501/don-sancho?langId=es_ES&tp=1001550&ctre=40000242,"Calle Joaquín Costa , nº 66 36004 Pontevedra - Pontevedra",Cafetería,,,,
DON YO,https://www.turismo.gal/recurso/-/detalle/c-po-000928/don-yo?langId=es_ES&tp=1001550&ctre=40000242,"JOSÉ MILLÁN, 6-B 36001 Pontevedra - Pontevedra",Cafetería,,,,
DONEGAL'S,https://www.turismo.gal/recurso/-/detalle/v-po-007128/donegal-s?langId=es_ES&tp=1001549&ctre=40000240,"PZA. DE BARCELOS, 28 - ESQUINA R/ ROUCO 2 0 Pontevedra - Pontevedra",Café bar,,,,
DPASO URBAN GUEST,https://www.turismo.gal/recurso/-/detalle/240315000291/dpaso-urban-guest?langId=es_ES&tp=67&ctre=135,"Calle Gorgullón, nº 27 36003 Pontevedra - Pontevedra",Pensión,1 estrella,,reservas@dpasohostel.es,https://dpasopontevedra.com/
DPASO URBAN HOSTEL,https://www.turismo.gal/recurso/-/detalle/200512000034/dpaso-urban-hostel?langId=es_ES&tp=1000100&ctre=1000120,"Calle Gorgullón, nº 16 36003 Pontevedra - Pontevedra",Albergue Turístico,,+34 653 548 059,gestion@dpasohostel.es,
DSIGUAL,https://www.turismo.gal/recurso/-/detalle/v-po-009424/dsigual?langId=es_ES&tp=1001549&ctre=40000240,"BLANCO PORTO, nº 14 36001 Pontevedra - Pontevedra",Café bar,,,clarasobramesias@gmail.com,
DUARTE,https://www.turismo.gal/recurso/-/detalle/c-po-001171/duarte?langId=es_ES&tp=1001550&ctre=40000242,"SAN NICOLAS, nº 14 36002 Pontevedra - Pontevedra",Cafetería,,+34 690 177 982,MOHAA175@GMAIL.COM,
DULCE DE LECHE,https://www.turismo.gal/recurso/-/detalle/c-po-001055/dulce-de-leche?langId=es_ES&tp=1001550&ctre=40000242,"Calle Peregrina , nº 42 36003 Pontevedra - Pontevedra",Cafetería,,,,
DULCE DE LECHE,https://www.turismo.gal/recurso/-/detalle/v-po-009343/dulce-de-leche?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Fernández Ladreda , nº 15 36003 Pontevedra - Pontevedra",Café bar,,,,
DULCE DE LECHE I,https://www.turismo.gal/recurso/-/detalle/c-po-001117/dulce-de-leche-i?langId=es_ES&tp=1001550&ctre=40000242,"Avenida Reina Victoria / Esquina Palamios , nº 5 36001 Pontevedra - Pontevedra",Cafetería,,,,https://www.facebook.com/eldulcedeleche123/
EDIFICIO DA DEPUTACIÓN DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/26198/edificio-da-deputacion-de-pontevedra?langId=es_ES&tp=9&ctre=39,Avenida Montero Ríos 36001 Pontevedra - Pontevedra,Edificio singular,,,,
EDIFICIO GRAN GARAXE,https://www.turismo.gal/recurso/-/detalle/26201/edificio-gran-garaxe?langId=es_ES&tp=9&ctre=39,"Calle Benito Corbal, nº 8 36001 Pontevedra - Pontevedra",Edificio singular,,+34 986 852 425,,
EDIFICIO SARMIENTO,https://www.turismo.gal/recurso/-/detalle/20529/edificio-sarmiento?langId=es_ES&tp=9&ctre=37,"Calle Padre Sarmiento, nº 51 36002 Pontevedra - Pontevedra",Casa grande,,,,
EIRADO DA LEÑA,https://www.turismo.gal/recurso/-/detalle/34537/eirado-da-lena?langId=es_ES&tp=24&ctre=142,"Plaza da Leña , nº 3 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 860 225,oeirado@grupobretal.com,https://oeirado.com/
EL ARROZ,https://www.turismo.gal/recurso/-/detalle/280380157/el-arroz?langId=es_ES&tp=24&ctre=142,"Calle Peregrina, nº 16 36001 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 103 969,elarrozpontevedra@gmail.com,
EL BAUL,https://www.turismo.gal/recurso/-/detalle/v-po-002052/el-baul?langId=es_ES&tp=1001549&ctre=40000240,"PLAZA DE LA VERDURA, 7 BJ 0 Pontevedra - Pontevedra",Café bar,,,,
EL BURGUER,https://www.turismo.gal/recurso/-/detalle/250203000012/el-burguer-?langId=es_ES&tp=1001549&ctre=40000240,"Calle De Uruguay, nº 5 36002 Pontevedra - Pontevedra",Café bar,,+34 608 069 943,fiscal@asesoriambm.es,
EL BUSCADOR,https://www.turismo.gal/recurso/-/detalle/v-po-007060/el-buscador?langId=es_ES&tp=1001549&ctre=40000240,"Calle González Zúñiga, nº 2-4 36001 Pontevedra - Pontevedra",Café bar,,,ceci.0604@icloud.com,
EL COLMADO TIENDA GOURMET,https://www.turismo.gal/recurso/-/detalle/v-po-009786/el-colmado-tienda-gourmet?langId=es_ES&tp=1001549&ctre=40000240,R/ VIERGEN DEL CAMINO Nº 57 GALERIAS ACACIAS 36001 Pontevedra - Pontevedra,Café bar,,,,
EL CRACK PATATAS Y CROQUETAS,https://www.turismo.gal/recurso/-/detalle/c-po-000978/el-crack-patatas-y-croquetas?langId=es_ES&tp=1001550&ctre=40000242,"Calle Rúa Arzobispo Malvar, nº 15 36002 Pontevedra - Pontevedra",Cafetería,,+34 658 687 754,,
EL DULCE DE LECHE,https://www.turismo.gal/recurso/-/detalle/v-po-005807/el-dulce-de-leche?langId=es_ES&tp=1001549&ctre=40000240,"MARQUES DE RIESTRA, nº 32-34 36002 Pontevedra - Pontevedra",Café bar,,,asesoria@gespesa.net,
EL ESCONDITE DEL BÚHO,https://www.turismo.gal/recurso/-/detalle/v-po-006079/el-escondite-del-buho?langId=es_ES&tp=1001549&ctre=40000240,"Calle Joaquín Costa, nº 14 36001 Pontevedra - Pontevedra",Café bar,,,audygen@economistas.org,
EL PATIO DE VALLEINCLAN,https://www.turismo.gal/recurso/-/detalle/15533/el-patio-de-valleinclan?langId=es_ES&tp=24&ctre=142,"Calle Isabel II, nº 16 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,elpatiodevalleincaln@gmail.com,
EL PATIOKINDER BAR,https://www.turismo.gal/recurso/-/detalle/161130000103/el-patiokinder-bar?langId=es_ES&tp=1001549&ctre=40000240,"Calle VIRGEN DEL CAMINO, nº 11 36003 Pontevedra - Pontevedra",Café bar,,,,
EL PILAR,https://www.turismo.gal/recurso/-/detalle/r-po-002279/el-pilar?langId=es_ES&tp=24&ctre=142,"Lg. Sobral, nº s/n 36157 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 677 024 134,marcetejera@hotmail.com,
EL TORO,https://www.turismo.gal/recurso/-/detalle/v-po-007040/el-toro?langId=es_ES&tp=1001549&ctre=40000240,"Calle Real, nº 18 36002 Pontevedra - Pontevedra",Café bar,,,,
EL VIAJERO DEL NORTE,https://www.turismo.gal/recurso/-/detalle/c-po-001086/el-viajero-del-norte?langId=es_ES&tp=1001550&ctre=40000242,"Calle Paio Gómez Charino , nº 10 36362 Pontevedra - Pontevedra",Cafetería,,,,
ELPEQUEÑO EXOTIC COCTAIL,https://www.turismo.gal/recurso/-/detalle/v-po-007453/elpequeno-exotic-coctail?langId=es_ES&tp=1001549&ctre=40000240,"Calle Charino, nº 22 36001 Pontevedra - Pontevedra",Café bar,,,,
EMBASSY OF COFFE,https://www.turismo.gal/recurso/-/detalle/c-po-000734/embassy-of-coffe?langId=es_ES&tp=1001550&ctre=40000242,"Calle Castelao, nº 10 36001 Pontevedra - Pontevedra",Cafetería,,+34 676 761 011,JMURADOGONZALEZ@HOTMAIL.COM,
EMILIANO,https://www.turismo.gal/recurso/-/detalle/v-po-005587/emiliano?langId=es_ES&tp=1001549&ctre=40000240,PAZOS MARCON 158 Pontevedra - Pontevedra,Café bar,,,,
EMMA´S,https://www.turismo.gal/recurso/-/detalle/240327000549/emma-s?langId=es_ES&tp=1001549&ctre=40000240,"ALMIRANTE MATOS, nº 9 36002 Pontevedra - Pontevedra",Café bar,,+34 986 554 334,EMMASCOZIHAPORTUGUSA@GMAIL.COM,
ENDORFINA,https://www.turismo.gal/recurso/-/detalle/nr-po-000322/endorfina?langId=es_ES&tp=85&ctre=172,"RUA PASEO DE COLON, 3-3ºB 0 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,
ENSEADA DE SAN SIMÓN,https://www.turismo.gal/recurso/-/detalle/16802/enseada-de-san-simon?langId=es_ES&tp=1&ctre=9,Pontevedra,ZEC,Red natura 2000,,,
