nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad
PARRILLADA TAPERIA SUSO,https://www.turismo.gal/recurso/-/detalle/14989/parrillada-taperia-suso?langId=es_ES&tp=24&ctre=142,nº 30 36141 Vilaboa - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 658 887 625,taperiasuso@hotmail.com,Donde comer,,,,,,,,,
PARRILLADA VALLADARES,https://www.turismo.gal/recurso/-/detalle/33196/parrillada-valladares?langId=es_ES&tp=24&ctre=142,"Praza Paramos, nº 3 36700 Tui - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PARRILLADA VISTA ALEGRE,https://www.turismo.gal/recurso/-/detalle/v-po-009811/parrillada-vista-alegre?langId=es_ES&tp=1001549&ctre=40000240,LG. VISTA ALEGRE-SOUTOLONGO Nº 43 36500 Lalín - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
PARTHENON,https://www.turismo.gal/recurso/-/detalle/v-po-006986/parthenon?langId=es_ES&tp=1001549&ctre=40000240,"Calle Joaquín Alonso, nº 7 36780 A Guarda - Pontevedra",Café bar,,,MARIA_PM21@HOTMAIL.ES,Donde comer,,,,,,,,,
PARVADAS,https://www.turismo.gal/recurso/-/detalle/15461/parvadas?langId=es_ES&tp=24&ctre=142,"Calle González Zúñiga, nº 3 36001 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 630 038 092,miguel.ruibal50@gmail.com,Donde comer,,,,,,,,,
PASAJE 2.0,https://www.turismo.gal/recurso/-/detalle/v-po-008956/pasaje-2.0?langId=es_ES&tp=1001549&ctre=40000240,"Calle Charino, nº 37 36002 Pontevedra - Pontevedra",Café bar,,,info@asesoriacendon.com,Donde comer,,,,,,,,,
PASILLO BAR,https://www.turismo.gal/recurso/-/detalle/v-po-000304/pasillo-bar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Gamboa, nº 10 36201 Vigo - Pontevedra",Café bar,,,nurpi77@hotmail.com,Donde comer,,,,,,,,,
PASIÑO A PASIÑO,https://www.turismo.gal/recurso/-/detalle/240529000595/pasino-a-pasino?langId=es_ES&tp=1001549&ctre=40000240,"VELLO DE SANTIAGO, nº 14 36419 Mos - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASITO A PASITO,https://www.turismo.gal/recurso/-/detalle/210308000633/pasito-a-pasito?langId=es_ES&tp=1001549&ctre=40000240,"Rúa León, nº 11 36206 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASO A NIVEL,https://www.turismo.gal/recurso/-/detalle/c-po-000750/paso-a-nivel?langId=es_ES&tp=1001550&ctre=40000242,"Calle Progreso , nº 1 36400 O Porriño - Pontevedra",Cafetería,,,,Donde comer,,,,,,,,,
"PASPALLÁS, O",https://www.turismo.gal/recurso/-/detalle/9118/paspallas-o?langId=es_ES&tp=24&ctre=142,nº 33 36620 Vilanova de Arousa - Pontevedra,Restaurante,3º Categoría - 2 Tenedores,+34 986 555 221,,Donde comer,,,,,,,,,
PASTELERIA A PONTE,https://www.turismo.gal/recurso/-/detalle/210310001161/pasteleria-a-ponte?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Cruce Vilalonga, nº 42 36990 Sanxenxo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASTELERIA A TORTA,https://www.turismo.gal/recurso/-/detalle/240108000057/pasteleria-a-torta?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Monte Chan de Amoedo, nº 2 36840 Pazos de Borbén - Pontevedra",Café bar,,+34 630 561 889,amoedos@hotmail.com,Donde comer,,,,,,,,,
PASTELERÍA ACUÑA,https://www.turismo.gal/recurso/-/detalle/v-po-009593/pasteleria-acuna?langId=es_ES&tp=1001549&ctre=40000240,"RUA ALEMANIA, S/N - MONTEPORREIRO 0 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASTELERÍA BAMBI,https://www.turismo.gal/recurso/-/detalle/v-po-009594/pasteleria-bambi?langId=es_ES&tp=1001549&ctre=40000240,"TRAVESIA DE VIGO, 158 36206 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASTELERIA CAFE-BAR ACUÑA,https://www.turismo.gal/recurso/-/detalle/190212000090/pasteleria-cafe-bar-acuna?langId=es_ES&tp=1001549&ctre=40000240,"Calle Juan Bautista Andrade, nº 12 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASTELERIA CAFE-BAR ACUÑA,https://www.turismo.gal/recurso/-/detalle/190212000092/pasteleria-cafe-bar-acuna?langId=es_ES&tp=1001549&ctre=40000240,"Carretera Estrada Nacional 550 (Km. 126,2) 36143 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASTELERIA CAFE-BAR ACUÑA,https://www.turismo.gal/recurso/-/detalle/191023000258/pasteleria-cafe-bar-acuna?langId=es_ES&tp=1001549&ctre=40000240,"Avenida General Rubín, nº 6 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASTELERIA CAPRICHOS,https://www.turismo.gal/recurso/-/detalle/190117000310/pasteleria-caprichos?langId=es_ES&tp=1001549&ctre=40000240,"Paseo Paseo Palmeras , nº 1 36650 Caldas de Reis - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASTELERIA COSTAS,https://www.turismo.gal/recurso/-/detalle/210412000295/pasteleria-costas?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Alcalde Gregorio Espino, nº 10 36205 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASTELERIA DELICATESSEN MARTÍNEZ,https://www.turismo.gal/recurso/-/detalle/210512000327/pasteleria-delicatessen-martinez?langId=es_ES&tp=1001549,"Calle Carral, nº 15 36202 Vigo - Pontevedra",Café Bar,,,,Donde comer,,,,,,,,,
PASTELERIA DULCE DEZA,https://www.turismo.gal/recurso/-/detalle/210310000988/pasteleria-dulce-deza?langId=es_ES&tp=1001549&ctre=40000240,"Rúa María Colmeiro, nº 2 36540 Silleda - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASTELERÍA LA ARTESANA,https://www.turismo.gal/recurso/-/detalle/210307000546/pasteleria-la-artesana?langId=es_ES&tp=1001549&ctre=40000240,"Calle Calzada-Garda Civil, nº 11 36500 Lalín - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASTELERIA PARIS,https://www.turismo.gal/recurso/-/detalle/v-po-005312/pasteleria-paris?langId=es_ES&tp=1001549&ctre=40000240,"Calle Wenceslao Calvo Garra, nº 8 36500 Lalín - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASTELERIA ROSENDO,https://www.turismo.gal/recurso/-/detalle/v-po-009890/pasteleria-rosendo?langId=es_ES&tp=1001549&ctre=40000240,ALAMEDA SUAREZ LLANOS Nº 2 0 Vigo - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
PASTELERIA S&D PANADERIA,https://www.turismo.gal/recurso/-/detalle/240905000060/pasteleria-s-d-panaderia?langId=es_ES&tp=1001549,"Avenida de Galicia, nº 12 36400 O Porriño - Pontevedra",Café Bar,,+34 683 424 420,GILFERNANDEZ1985@GMAIL.COM,Donde comer,,,,,,,,,
PASTELERIA SALON DE TE A LIÑARA,https://www.turismo.gal/recurso/-/detalle/210311001331/pasteleria-salon-de-te-a-linara?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Pontevedra, nº 16 36680 A Estrada - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASTELERIA-PANADERIA ARTESANAL S&D,https://www.turismo.gal/recurso/-/detalle/250704000110/pasteleria-panaderia-artesanal-s-d?langId=es_ES&tp=1001549,"Calle Urzaiz, nº 202 36205 Vigo - Pontevedra",Café Bar,,,GILFERNANDEZ1985@GMAIL.COM,Donde comer,,,,,,,,,
PASTERERIA DA AVOA,https://www.turismo.gal/recurso/-/detalle/180404000053/pastereria-da-avoa?langId=es_ES&tp=1001549&ctre=40000240,"Calle MEROUCES, nº 11 36870 Mondariz - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASTIVIGO,https://www.turismo.gal/recurso/-/detalle/v-po-003524/pastivigo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Ecuador , nº 63 36203 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PASTORA II,https://www.turismo.gal/recurso/-/detalle/v-po-006136/pastora-ii?langId=es_ES&tp=1001549&ctre=40000240,"RUA PASTORA, 1 - LOCAL 6 36210 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PATA NEGRA,https://www.turismo.gal/recurso/-/detalle/v-po-004433/pata-negra?langId=es_ES&tp=1001549&ctre=40000240,"AV. HISPANIDAD, 23 VIGO 0 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PATACO 2014 ECONOMICAS,https://www.turismo.gal/recurso/-/detalle/160429000126/pataco-2014-economicas?langId=es_ES&tp=1001549&ctre=40000240,CAMPUS UNIVERSITARIO LAGOAS MARCOSENDE FACULTAD ECONOMICAS 36310 Vigo - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
PATACO 2014 FILOLOGIA,https://www.turismo.gal/recurso/-/detalle/160429000127/pataco-2014-filologia?langId=es_ES&tp=1001549&ctre=40000240,CAMPUS UNIVERSITARIO LAGOAS MARCOSENDE FACULTAD FILOLOGIA Vigo - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
PATAGHILLON,https://www.turismo.gal/recurso/-/detalle/220719000412/pataghillon?langId=es_ES&tp=24&ctre=142,"Calle Jaime Solá, nº 4 36980 O Grove - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,698 941 061,,Donde comer,,,,,,,,,
"PATIÑOS, OS",https://www.turismo.gal/recurso/-/detalle/15251/patinos-os?langId=es_ES&tp=24&ctre=142,36360 Nigrán - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 365 004,,Donde comer,,,,,,,,,
PATIO,https://www.turismo.gal/recurso/-/detalle/v-po-008310/patio?langId=es_ES&tp=1001549&ctre=40000240,"ALEMANIA, 40-BAJO 2 36005 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PATO DONALD,https://www.turismo.gal/recurso/-/detalle/v-po-005995/pato-donald?langId=es_ES&tp=1001549&ctre=40000240,R/MENDEZ NUÑEZ 51 36900 Marín - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
PATOS BEACH BAR,https://www.turismo.gal/recurso/-/detalle/210309000890/patos-beach-bar?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Tomás MIrambell, nº 136 36340 Nigrán - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
"PAULINA, CASA",https://www.turismo.gal/recurso/-/detalle/r-po-000770/paulina-casa?langId=es_ES&tp=24&ctre=142,"TRAVESÍA DE VIGO, 274 0 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PAVERO BAR,https://www.turismo.gal/recurso/-/detalle/v-po-001694/pavero-bar?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Campiño de Santa María, nº 4 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
"PAVO, DO",https://www.turismo.gal/recurso/-/detalle/v-po-004106/pavo-do?langId=es_ES&tp=1001549&ctre=40000240,LG. BALEA NÚM. 69 36940 Cangas - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
PAXARIÑAS,https://www.turismo.gal/recurso/-/detalle/12321/paxarinas?langId=es_ES&tp=24&ctre=142,"Ctra. Portonovo-A Lanzada, 34 36970 Sanxenxo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 723 055,,Donde comer,,,,,,,,,
PAZ LA,https://www.turismo.gal/recurso/-/detalle/r-po-000364/paz-la?langId=es_ES&tp=24&ctre=142,"AVDA. BEIRAMAR, 149 0 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PAZ Y NOGUEIRA,https://www.turismo.gal/recurso/-/detalle/v-po-003384/paz-y-nogueira?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Da Mariña , nº 32 36600 Vilagarcía de Arousa - Pontevedra",Café bar,,+34 646 269 823,EROPAZACASAIS88@GMAIL.COM,Donde comer,,,,,,,,,
"PAZ, LA",https://www.turismo.gal/recurso/-/detalle/14990/paz-la?langId=es_ES&tp=24&ctre=142,"Mendez Nuñez, 22 36950 Moaña - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 311 350,,Donde comer,,,,,,,,,
PAZO CASALNOVO,https://www.turismo.gal/recurso/-/detalle/221216000131/pazo-casalnovo?langId=es_ES&tp=24&ctre=142,"Lg. Os Barreiros, nº 30 36655 Caldas de Reis - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 608 937 437,sgala@maxilonet.com,Donde comer,,,,,,,,,
PAZO DA ESCOLA,https://www.turismo.gal/recurso/-/detalle/32403/pazo-da-escola?langId=es_ES&tp=24&ctre=142,nº 10 36380 Gondomar - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 369 282,,Donde comer,,,,,,,,,
PAZO DE CEA,https://www.turismo.gal/recurso/-/detalle/280379077/pazo-de-cea?langId=es_ES&tp=24&ctre=142,"Camino Camiño de Cea, nº 3 36350 Nigrán - Pontevedra",Restaurante,,,info@pazodecea.com,Donde comer,,,,,,,,,
PAZO DE MENDOZA,https://www.turismo.gal/recurso/-/detalle/32625/pazo-de-mendoza?langId=es_ES&tp=24&ctre=142,"Calle Elduayen, nº 1 36300 Baiona - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 385 014,pazomendoza@gamil.com,Donde comer,,,,,,,,,
PAZO DE MENDOZA,https://www.turismo.gal/recurso/-/detalle/v-po-006460/pazo-de-mendoza?langId=es_ES&tp=1001549&ctre=40000240,"Calle Elduayen , nº 1 36300 Baiona - Pontevedra",Café bar,,+34 986 357 279,,Donde comer,,,,,,,,,
PAZO DE SEÑORANS,https://www.turismo.gal/recurso/-/detalle/200908000051/pazo-de-senorans?langId=es_ES&tp=24&ctre=142,"Lg. Vilanoviña, nº s/n 36616 Meis - Pontevedra",Restaurante,,+34 986 715 373,eventos@pazodesenorans.com,Donde comer,,,,,,,,,
PAZO DO MOSTEIRO,https://www.turismo.gal/recurso/-/detalle/221108000087/pazo-do-mosteiro?langId=es_ES&tp=24&ctre=142,"Lg. Mosteiro, nº 14 36740 Tomiño - Pontevedra",Restaurante,,698 168 552,iria.campos@gmail.com,Donde comer,,,,,,,,,
PAZO DO VIRREY,https://www.turismo.gal/recurso/-/detalle/210309000833/pazo-do-virrey?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Padriñán , nº 57 36960 Sanxenxo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PAZO LAGAR,https://www.turismo.gal/recurso/-/detalle/259395494/pazo-lagar?langId=es_ES&tp=24&ctre=142,"Lugar Sobrán, nº 1 36600 Vilagarcía de Arousa - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 604 054 326,,Donde comer,,,,,,,,,
PAZO O CASTRIÑO,https://www.turismo.gal/recurso/-/detalle/210713000242/pazo-o-castrino?langId=es_ES&tp=24&ctre=142,"Calle Valle Inclán, nº 23 36600 Vilagarcía de Arousa - Pontevedra",Restaurante,,,eventos@pazogalicia.com,Donde comer,,,,,,,,,
"PAZO, O",https://www.turismo.gal/recurso/-/detalle/r-po-001143/pazo-o?langId=es_ES&tp=24&ctre=142,"R/ SALAMANCA, 65 - (ESQUINA R/ ZARAGOZA) 0 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PAZOS,https://www.turismo.gal/recurso/-/detalle/v-po-000315/pazos?langId=es_ES&tp=1001549&ctre=40000240,R/TOMAS A. ALONSO 357 0 Vigo - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
"PAZOS, OS",https://www.turismo.gal/recurso/-/detalle/13669/pazos-os?langId=es_ES&tp=24&ctre=142,Eduardo Pondal 36630 Cambados - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 542 020,,Donde comer,,,,,,,,,
"PC CHICKEN PARK, S.L.",https://www.turismo.gal/recurso/-/detalle/259407096/pc-chicken-park-s.l.?langId=es_ES&tp=24&ctre=142,A Guarda - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PÉ DE CUBA,https://www.turismo.gal/recurso/-/detalle/v-po-006274/pe-de-cuba?langId=es_ES&tp=1001549&ctre=40000240,"Avenida DE GALICIA, nº 8 36620 Vilanova de Arousa - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PEDRA MOURA,https://www.turismo.gal/recurso/-/detalle/33747/pedra-moura?langId=es_ES&tp=24&ctre=142,"Baixada ao Bao, nº 130 36208 Vigo - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 460 543,,Donde comer,,,,,,,,,
"PEDRA, A",https://www.turismo.gal/recurso/-/detalle/r-po-002097/pedra-a?langId=es_ES&tp=24&ctre=142,R/ VICENTE CARBALLO 0 Cuntis - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
"PEDRA, A",https://www.turismo.gal/recurso/-/detalle/v-po-004666/pedra-a?langId=es_ES&tp=1001549&ctre=40000240,"Carretera Bembrive , nº 149 36214 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PEDRAFURADA,https://www.turismo.gal/recurso/-/detalle/r-po-003487/pedrafurada?langId=es_ES&tp=24&ctre=142,LG. OLEIROS-PEDRAFURADA NÚM. 1 36458 Salvaterra de Miño - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PEDRAMAR,https://www.turismo.gal/recurso/-/detalle/v-po-008437/pedramar?langId=es_ES&tp=1001549&ctre=40000240,"Rúa, nº 49-51 36995 Poio - Pontevedra",Café bar,,+34 986 778 143,pedramarbar@hotmail.com,Donde comer,,,,,,,,,
PEDRAS NEGRAS,https://www.turismo.gal/recurso/-/detalle/c-po-001007/pedras-negras?langId=es_ES&tp=1001550&ctre=40000242,Carretera A Lanzada 36988 O Grove - Pontevedra,Cafetería,,,,Donde comer,,,,,,,,,
"PEDREGALES, OS",https://www.turismo.gal/recurso/-/detalle/12636/pedregales-os?langId=es_ES&tp=24&ctre=142,LG. FIGUEIRA PEDREGAIS 0 Tomiño - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 620 127,ospedregales@hotmail.com,Donde comer,,,,,,,,,
PEDRO BARBA,https://www.turismo.gal/recurso/-/detalle/160811000035/pedro-barba?langId=es_ES&tp=1001549&ctre=40000240,"Paseo Paseo Marítimo de Rodeira, nº 25 36940 Cangas - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PEDRO MADRUGA,https://www.turismo.gal/recurso/-/detalle/1494/pedro-madruga?langId=es_ES&tp=24&ctre=142,"Calle Ramón y Cajal, nº 1 36300 Baiona - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 357 367,jubileum2021@icloud.com,Donde comer,,,,,,,,,
PEINADOR,https://www.turismo.gal/recurso/-/detalle/v-po-007769/peinador?langId=es_ES&tp=1001549&ctre=40000240,"AVD. DE PEINADOR, 120 0 Mos - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
"PEIRAO DE FOLGADA, O",https://www.turismo.gal/recurso/-/detalle/v-po-003387/peirao-de-folgada-o?langId=es_ES&tp=1001549&ctre=40000240,"AVDA. LUIS CASAIS 39 GROVE, O 0 O Grove - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
"PEIXE, O",https://www.turismo.gal/recurso/-/detalle/13857/peixe-o?langId=es_ES&tp=24&ctre=142,36949 Cangas - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 303 761,,Donde comer,,,,,,,,,
PEKEMUNDO,https://www.turismo.gal/recurso/-/detalle/170516000243/pekemundo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Coruña, nº 8 36700 Tui - Pontevedra",Café bar,,,alba69miguel@gmail.com,Donde comer,,,,,,,,,
PELETE,https://www.turismo.gal/recurso/-/detalle/v-po-008200/pelete?langId=es_ES&tp=1001549&ctre=40000240,"PELETE, 4 - COVELO 36830 A Lama - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
"PEÑA, LA",https://www.turismo.gal/recurso/-/detalle/r-po-000365/pena-la?langId=es_ES&tp=24&ctre=142,"R/ SAGUNTO, 17 0 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PENAGUDA II,https://www.turismo.gal/recurso/-/detalle/12333/penaguda-ii?langId=es_ES&tp=24&ctre=142,"Calle VIDAL ROCHA, nº 3 36960 Sanxenxo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 691 531,info@penaguda.com,Donde comer,,,,,,,,,
PENALTA,https://www.turismo.gal/recurso/-/detalle/v-po-009614/penalta?langId=es_ES&tp=1001549&ctre=40000240,"LG. PORTOS, 9 - MADRIÑAN 0 Lalín - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PENEIRA RESTOBAR,https://www.turismo.gal/recurso/-/detalle/210809000303/peneira-restobar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Iglesia, nº s/n 36636 Ribadumia - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PENJAMO,https://www.turismo.gal/recurso/-/detalle/15255/penjamo?langId=es_ES&tp=24&ctre=142,"Calle Rúa Cansadoura, nº 29 36340 Nigrán - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,josecuriel1970@hotmail.com,Donde comer,,,,,,,,,
PENTAGRAMA,https://www.turismo.gal/recurso/-/detalle/210708000168/pentagrama?langId=es_ES&tp=1001549&ctre=40000240,"Calle Real, nº 39 36202 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PEPA A LOBA,https://www.turismo.gal/recurso/-/detalle/170331000182/pepa-a-loba?langId=es_ES&tp=24&ctre=142,"Calle Rafael Picó , nº 38 36970 Sanxenxo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PEPE QUILE,https://www.turismo.gal/recurso/-/detalle/181129000330/pepe-quile?langId=es_ES&tp=1001549&ctre=40000240,"Avenida De La Marina, nº 70 36600 Vilagarcía de Arousa - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PEPE VIEIRA,https://www.turismo.gal/recurso/-/detalle/230329000623/pepe-vieira?langId=es_ES&tp=24&ctre=142,"Camiño da Serpe, nº s/n 36992 Poio - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 741 378,comunicacion@pepevieira.com,Donde comer,,,,,,,,,
"PEPE, CASA",https://www.turismo.gal/recurso/-/detalle/1518/pepe-casa?langId=es_ES&tp=24&ctre=142,"Avenida Castelao, nº 149 36980 O Grove - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 730 235,,Donde comer,,,,,,,,,
"PEPE, CASA",https://www.turismo.gal/recurso/-/detalle/15407/pepe-casa?langId=es_ES&tp=24&ctre=142,"Avda. da Barca, nº 24 36995 Poio - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 872 823,marisol@donpepe.com,Donde comer,,,,,,,,,
"PEPE, CHURRERIA",https://www.turismo.gal/recurso/-/detalle/v-po-003551/pepe-churreria?langId=es_ES&tp=1001549&ctre=40000240,XUNQUEIRA REDONDELA 0 Redondela - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
"PEPE, MESÓN DE",https://www.turismo.gal/recurso/-/detalle/r-po-002210/pepe-meson-de?langId=es_ES&tp=24&ctre=142,"CAMIÑO DA MINA, 29 0 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PEPIÑO,https://www.turismo.gal/recurso/-/detalle/v-po-007825/pepino?langId=es_ES&tp=1001549&ctre=40000240,IGLESIA - ACHAS 0 A Cañiza - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
PEPITO GRILLO,https://www.turismo.gal/recurso/-/detalle/v-po-009684/pepito-grillo?langId=es_ES&tp=1001549&ctre=40000240,"RÚA PURIFICACIÓN SAAVEDRA, 22 36207 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PEQUENAS DELICIAS,https://www.turismo.gal/recurso/-/detalle/211214000105/pequenas-delicias?langId=es_ES&tp=1001549&ctre=40000240,"Calle Regueira, nº 9 36540 Forcarei - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PEQUEÑO BAR,https://www.turismo.gal/recurso/-/detalle/1017/pequeno-bar?langId=es_ES&tp=24&ctre=142,"Avenida Mariña, nº 44 36600 Vilagarcía de Arousa - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 501 082,,Donde comer,,,,,,,,,
PEQUEÑO CAFE MAXICO,https://www.turismo.gal/recurso/-/detalle/v-po-003429/pequeno-cafe-maxico?langId=es_ES&tp=1001549&ctre=40000240,"Calle Vía Norte, nº 38 36204 Vigo - Pontevedra",Café bar,,,mariabarcalacastro@gmail.com,Donde comer,,,,,,,,,
PEQUEÑO ESTOCOLMO,https://www.turismo.gal/recurso/-/detalle/230912000232/pequeno-estocolmo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Baldosa, nº 4 36600 Vilagarcía de Arousa - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PEQUES PARK,https://www.turismo.gal/recurso/-/detalle/v-po-008331/peques-park?langId=es_ES&tp=1001549&ctre=40000240,"SUECIA, nº 9 36162 Pontevedra - Pontevedra",Café bar,,,jart11675@gmail.com,Donde comer,,,,,,,,,
PEREGRINO 2,https://www.turismo.gal/recurso/-/detalle/r-po-003288/peregrino-2?langId=es_ES&tp=24&ctre=142,"AVDA. MONTECELO, 21 0 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PEREGRINUS,https://www.turismo.gal/recurso/-/detalle/151125000080/peregrinus?langId=es_ES&tp=24&ctre=142,"Calle Urzaiz, nº 5 36201 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 698 146 669,,Donde comer,,,,,,,,,
"PEREIRO, O",https://www.turismo.gal/recurso/-/detalle/13859/pereiro-o?langId=es_ES&tp=24&ctre=142,36948 Cangas - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 329 477,,Donde comer,,,,,,,,,
PEREZ,https://www.turismo.gal/recurso/-/detalle/r-po-000319/perez?langId=es_ES&tp=24&ctre=142,LG. PUXEIROS-ESTRADA VIGO-MADRID 0 Mos - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PERRA CHICA,https://www.turismo.gal/recurso/-/detalle/210307000525/perra-chica?langId=es_ES&tp=1001549&ctre=40000240,"Avenida García Barbón, nº 107 36201 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PERÚ,https://www.turismo.gal/recurso/-/detalle/c-po-000200/peru?langId=es_ES&tp=1001550&ctre=40000242,"Avenida García Barbón , nº 97 36201 Vigo - Pontevedra",Cafetería,,,,Donde comer,,,,,,,,,
PESCADOR,https://www.turismo.gal/recurso/-/detalle/v-po-003763/pescador?langId=es_ES&tp=1001549&ctre=40000240,"Calle CABODEIRO, nº 43 36626 A Illa de Arousa - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
