nombre,link,direccion,tipo,categoria,telefono,email,coordenadas,web,clasificación,situacion_caminos_de_santiago,tipos_de_servicios,salones,servicios_enoturismo,situacion_visitas
SEDE AFUNDACIÓN VIGO,https://www.turismo.gal/recurso/-/detalle/31747/sede-afundacion-vigo?langId=es_ES&tp=95&ctre=187,"Calle Policarpo Sanz, nº 24-26 36202 Vigo - Pontevedra",Grandes Recintos,Otros,+34 986 120 078,socioculturales@afundacion.org,"42º 14' 15.0"" N - 8º 43' 20.8"" W",https://www.afundacion.org/,,Camino Portugués de la costa,,Nombre | Teatro | Sala de reuniones 22 | Sala de Conferencias 122 | Auditorio 360,,
SENDERUTA,https://www.turismo.gal/recurso/-/detalle/211028000282/senderuta?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,SENDERUTA03@GMAIL.COM,,https://www.senderuta.es/,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Vía de la Plata,,,,
"SIMPLY TRAVEL, S.L.U.",https://www.turismo.gal/recurso/-/detalle/280382670/simply-travel-s.l.u.?langId=es_ES&tp=73&ctre=153,"Calle Justo Martínez , nº 22 36680 A Estrada - Pontevedra",Agencia de viajes,,+34 886 153 403,info@simplytravel.es,"42º 41' 16.6"" N - 8º 29' 40.3"" W",http://www.simplytravel.es/,Grupo: Minorista | Tipo agencia: Sucursal de una casa matriz en Galicia,Camino de Invierno | Vía de la Plata,,,,
SIRENOTOUR AGENCIA DE VIAJES,https://www.turismo.gal/recurso/-/detalle/280380122/sirenotour-agencia-de-viajes?langId=es_ES&tp=73&ctre=153,"Calle Otero Pedrayo, nº 1 36880 A Cañiza - Pontevedra",Agencia de viajes,,,sirenomarviajes@gmail.com,"42º 13' 39.5"" N - 8º 42' 06.3"" W",,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués de la costa,,,,
"SOÑANDO ORGANIZACIÓN VIAJES, S.L.",https://www.turismo.gal/recurso/-/detalle/36533/sonando-organizacion-viajes-s.l.?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,+34 986 604 329,info@sonandoviajes.com,,http://www.sonandoviajes.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Camino Portugués,,,,
SPLAINN TRAVEL,https://www.turismo.gal/recurso/-/detalle/230329000622/splainn-travel?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,administracion@splainn.com,,http://www.splainn.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Ruta del Mar de Arousa y Ulla,,,,
SWEET TRAVEL GALLERY,https://www.turismo.gal/recurso/-/detalle/160831000101/sweet-travel-gallery?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,+34 682 607 895,info@sweettravelgallery.com,,http://www.sweettravelgallery.com/,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Camino Portugués de la costa,,,,
TEATRO AFUNDACIÓN VIGO,https://www.turismo.gal/recurso/-/detalle/15954/teatro-afundacion-vigo?langId=es_ES&tp=95&ctre=187,"Calle Policarpo Sansz, nº 13 36202 Vigo - Pontevedra",Grandes Recintos,Otros,+34 986 447 369,socioculturales@afundacion.org,"42º 14' 16.0"" N - 8º 43' 21.9"" W",https://www.afundacion.org/,,Camino Portugués de la costa,Área de exposiciones | Área de recepción | Bar-Cafetería | Biblioteca | Megafonía | Pasarela-desfile | Pizarra de papel | Podiums | Proyectores | Salón de recepciones | Servicio de catering | Tablones de anuncios | Traducción simultánea | Vídeo,Nombre | Teatro | Sala de Conferencias 175.00 | Sala de Conciertos 1116.00 | Aula de Seminario 4 21.00 | Aula de Seminario 3 15.00 | Aula de Seminario 2 63.00 | Aula de Seminario 1 31.00 | Auditorio 500.00,,
TEATRO PRINCIPAL PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/15951/teatro-principal-pontevedra?langId=es_ES&tp=95&ctre=187,"Charino, s/n 36001 Pontevedra - Pontevedra",Grandes Recintos,Otros,+34 986 851 932,coordinación@pazodacultura.org,"42º 25' 57.0"" N - 8º 38' 45.9"" W",http://www.pazodacultura.org/,,Camino Portugués | Camino Portugués de la costa,Acceso discapacitados | Aire acondicionado | Área de recepción | Fax | Guardarropa | Megafonía | Proyección de cine | Relaciones públicas | Salones divisibles | Teléfono,Nombre | Teatro | Auditorio 434.00,,
TEE TRAVEL,https://www.turismo.gal/recurso/-/detalle/17094/tee-travel?langId=es_ES&tp=73&ctre=153,"RÚA AGUSTÍN ROMERO, 50 36600 Vilagarcía de Arousa - Pontevedra",Agencia de viajes,,+34 986 565 026,info@tee-travel.com,"42º 35' 19.7"" N - 8º 45' 53.3"" W",https://www.tee-travel.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz,Ruta del Mar de Arousa y Ulla,,,Catas de vino | Regalo | Visitas guiadas,
TERRA VIAXES,https://www.turismo.gal/recurso/-/detalle/280376112/terra-viaxes?langId=es_ES&tp=73&ctre=153,"JAVIER PUIG LLAMAS, 7 BAIXO 36001 Pontevedra - Pontevedra",Agencia de viajes,,+34 986 845 623,erikapsenra@hotmail.com,"42º 25' 49.3"" N - 8º 38' 19.2"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués | Camino Portugués de la costa,,,,
THE ASIAN CONTINENT,https://www.turismo.gal/recurso/-/detalle/279799427/the-asian-continent?langId=es_ES&tp=73&ctre=153,"AREAL, nº 42 36201 Vigo - Pontevedra",Agencia de viajes,,+34 986 443 322,bpozo@theasiancontinent.com,"42º 14' 16.9"" N - 8º 43' 06.4"" W",,Grupo: Mayorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués de la costa,,,,
THE MOOD TRAVEL,https://www.turismo.gal/recurso/-/detalle/240416000294/the-mood-travel?langId=es_ES&tp=73&ctre=153,"Calle Alvaro Cunqueiro, nº 24 36211 Vigo - Pontevedra",Agencia de viajes,,,INFO@THEMOODTRAVEL.COM,,,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués de la costa,,,,
THE VIP TOURS,https://www.turismo.gal/recurso/-/detalle/190911000055/the-vip-tours?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,leandrogaldinodossantos@gmail.com,,http://www.theviptours.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Camino Portugués de la costa,,,,
TIEMPOVIAJE BY TOURISTIMES,https://www.turismo.gal/recurso/-/detalle/180226000259/tiempoviaje-by-touristimes?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,info@tiempoviaje.com,,http://www.tiempoviaje.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,,,,,
TINTILAN,https://www.turismo.gal/recurso/-/detalle/240226000444/tintilan?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,info@tintilan.es,,http://www.tintilan.es/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Ruta del Mar de Arousa y Ulla,,,,
TOUR SPAIN TRAVEL,https://www.turismo.gal/recurso/-/detalle/280383254/tour-spain-travel-?langId=es_ES&tp=73&ctre=153,"Avenida do Outeiro, nº 20 36995 Poio - Pontevedra",Agencia de viajes,,+34 986 729 900,LABORAL@LABORSENN.ES,,,Grupo: Mayorista | Tipo agencia: Casa matriz,,,,,
TRAVELVIGO,https://www.turismo.gal/recurso/-/detalle/277294823/travelvigo?langId=es_ES&tp=73&ctre=153,RUA LEÓN 17 BAIXO 0 Vigo - Pontevedra,Agencia de viajes,,+34 886 142 908,reservas@travelvigo.com,"42º 13' 54.6"" N - 8º 42' 17.8"" W",https://www.travelvigo.com/,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués de la costa,,,,
TRIP LOVERS,https://www.turismo.gal/recurso/-/detalle/240424000465/trip-lovers?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,triploverstours@gmail.com,,https://triplovers.es/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Camino Portugués,,,,
TROULANDA,https://www.turismo.gal/recurso/-/detalle/240904000032/troulanda?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,+34 986 415 444,hola@troulanda.com,,https://troulanda.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Camino Portugués de la costa,,,,
TURATLÁNTICA VIAJES,https://www.turismo.gal/recurso/-/detalle/37638/turatlantica-viajes?langId=es_ES&tp=73&ctre=153,"AVDA. FLORIDA, 55 36210 Vigo - Pontevedra",Agencia de viajes,,+34 986 236 915,info@turatlantica.com,"42º 13' 03.6"" N - 8º 44' 13.2"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués de la costa,,,,
TURIDOVE,https://www.turismo.gal/recurso/-/detalle/210910000164/turidove?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,administracion@turidove.com,,http://www.turidove.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Ruta del Mar de Arousa y Ulla,,,,
TURISA GALICIA,https://www.turismo.gal/recurso/-/detalle/190503000014/turisa-galicia?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,info@turisagalicia.es,,http://www.turisagalicia.es/,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Camino de Invierno | Vía de la Plata,,,,
TURISTEILA GROUP SL,https://www.turismo.gal/recurso/-/detalle/xg-po-000447/turisteila-group-sl?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,+34 697 220 341,,,http://www.tours4cruisers.com/,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Camino Portugués de la costa,,,,
V IAJES TERMAS,https://www.turismo.gal/recurso/-/detalle/280367636/v-iajes-termas?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,+34 986 532 525,,,,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,,,,,
"VÍA SOL TURS, S.L",https://www.turismo.gal/recurso/-/detalle/xg-po-000193/via-sol-turs-s.l?langId=es_ES&tp=73&ctre=153,"SANTO DOMINGO, 7 0 Vigo - Pontevedra",Agencia de viajes,,,,,,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués de la costa,,,,
VIAJES 365 DÍAS,https://www.turismo.gal/recurso/-/detalle/259675555/viajes-365-dias?langId=es_ES&tp=73&ctre=153,"Sagasta, nº 16 36001 Pontevedra - Pontevedra",Agencia de viajes,,+34 661 418 636,viajes@viajes365dias.com,"42º 25' 48.9"" N - 8º 38' 40.8"" W",https://www.viajes365dias.com/,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués | Camino Portugués de la costa,,,,
VIAJES 500 MILLAS,https://www.turismo.gal/recurso/-/detalle/170425000070/viajes-500-millas?langId=es_ES&tp=73&ctre=153,"Avenida de Vigo, nº 157 36320 Redondela - Pontevedra",Agencia de viajes,,+34 886 11 42 64,info@viajes500millas.com,"42º 16' 00.2"" N - 8º 40' 39.9"" W",https://viajes500millas.com/,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués | Camino Portugués de la costa,,,,
VIAJES ABRAMAR,https://www.turismo.gal/recurso/-/detalle/28600/viajes-abramar?langId=es_ES&tp=73&ctre=153,PG. INDUSTRIAL A GRANXA- 260 LOCAL 2.7 0 O Porriño - Pontevedra,Agencia de viajes,,+34 986 342 522,porrino@abramar.com,"42º 06' 34.3"" N - 8º 37' 10.4"" W",http://www.abramar.com/,Grupo: Minorista | Tipo agencia: Sucursal de una casa matriz en Galicia,Camino Portugués,,,,
VIAJES AGARIMO S.L,https://www.turismo.gal/recurso/-/detalle/280380791/viajes-agarimo-s.l?langId=es_ES&tp=73&ctre=153,"XENERAL RUBÍN 21, BAIXO 0 Redondela - Pontevedra",Agencia de viajes,,+34 986 125 438,,,,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués | Camino Portugués de la costa,,,,
"VIAJES AIRBUS GALICIA, S.A.",https://www.turismo.gal/recurso/-/detalle/294/viajes-airbus-galicia-s.a.?langId=es_ES&tp=73&ctre=153,"PRAZA DE RIBADAVIA, 2 0 Redondela - Pontevedra",Agencia de viajes,,+34 986 401 800,isapouton@airbusgalicia.com,"42º 16' 54.9"" N - 8º 36' 33.9"" W",http://www.viajesairbus.com/,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués | Camino Portugués de la costa,,,,
"VIAJES AIRBÚS GALICIA, S.A.",https://www.turismo.gal/recurso/-/detalle/9657/viajes-airbus-galicia-s.a.?langId=es_ES&tp=73&ctre=153,ROSALÍA DE CASTRO 26. OFICINA 9 0 Vigo - Pontevedra,Agencia de viajes,,+34 986 432 000,grupos@airbusgalicia.com,"42º 14' 16.0"" N - 8º 43' 03.1"" W",http://www.viajesairbus.com/,Grupo: Minorista | Tipo agencia: Sucursal de una casa matriz en Galicia,Camino Portugués de la costa,,,,
"VIAJES AIRBUS, S.A.",https://www.turismo.gal/recurso/-/detalle/291/viajes-airbus-s.a.?langId=es_ES&tp=73&ctre=153,"R/ PÍO XII, 9 36415 O Porriño - Pontevedra",Agencia de viajes,,+34 986 337 777,noelia@airbusgalicia.com,"42º 09' 37.8"" N - 8º 37' 11.3"" W",http://www.viajesairbus.com/,Grupo: Minorista | Tipo agencia: Sucursal de una casa matriz en Galicia,Camino Portugués,,,,
"VIAJES ALCOTAN, S.L.",https://www.turismo.gal/recurso/-/detalle/289/viajes-alcotan-s.l.?langId=es_ES&tp=73&ctre=153,"R/ SAN JOSÉ, 2 36001 Pontevedra - Pontevedra",Agencia de viajes,,+34 986 841 050,viajesalcotan@e-savia.net,"42º 25' 44.5"" N - 8º 38' 46.1"" W",http://www.viajesalcotan.com/,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués | Camino Portugués de la costa,,,,
VIAJES ALL TOUR,https://www.turismo.gal/recurso/-/detalle/324/viajes-all-tour-?langId=es_ES&tp=73&ctre=153,"DOCTOR CADAVAL, nº 39 36202 Vigo - Pontevedra",Agencia de viajes,,,eduardo@blancoyvazquezconsultores.com,"42º 14' 17.4"" N - 8º 43' 28.1"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués de la costa,,,,
"VIAJES AMAIA, S.A.",https://www.turismo.gal/recurso/-/detalle/280378542/viajes-amaia-s.a.?langId=es_ES&tp=73&ctre=153,"Avda. das Camelias, nº 134 36211 Vigo - Pontevedra",Agencia de viajes,,+34 986 214 070,vigo@viajesamaia.com,,,Grupo: Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués de la costa,,,,
VIAJES ARANY,https://www.turismo.gal/recurso/-/detalle/32666/viajes-arany?langId=es_ES&tp=73&ctre=153,"CRUZ GALLASTEGUI, 16 GALERÍAS CENTRO AZUL 0 Pontevedra - Pontevedra",Agencia de viajes,,+34 986 102 005,viajesarany@viajesarany.com,"42º 25' 45.1"" N - 8º 38' 24.0"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués | Camino Portugués de la costa,,,,
"VIAJES AROSA, S.L.",https://www.turismo.gal/recurso/-/detalle/279/viajes-arosa-s.l.?langId=es_ES&tp=73&ctre=153,"R/ ALEXANDRE BÓVEDA, 10 36980 O Grove - Pontevedra",Agencia de viajes,,+34 986 730 961,csanmartin@e-savia.net,"42º 29' 37.9"" N - 8º 51' 58.7"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,Ruta del Mar de Arousa y Ulla,,,,
VIAJES BARCO,https://www.turismo.gal/recurso/-/detalle/276/viajes-barco?langId=es_ES&tp=73&ctre=153,"Calle Baiona , nº 14 36940 Cangas - Pontevedra",Agencia de viajes,,+34 986 304 543,vbarco@grupoeuropa.com,"42º 15' 52.9"" N - 8º 46' 46.0"" W",,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,,,,,
VIAJES BEIRAMAR,https://www.turismo.gal/recurso/-/detalle/29167/viajes-beiramar-?langId=es_ES&tp=73&ctre=153,"Peregrina, nº 66 36003 Pontevedra - Pontevedra",Agencia de viajes,,+34 986 840 243,viajesbeiramar@grupogea.com,"42º 25' 40.7"" N - 8º 38' 29.7"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués | Camino Portugués de la costa,,,,
VIAJES BREOGÁN,https://www.turismo.gal/recurso/-/detalle/160921000045/viajes-breogan?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,viajes@viajesbreogan.com,,http://www.viajesbreogan.com/,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,Camino Portugués de la costa,,,,
VIAJES CALVITOUR,https://www.turismo.gal/recurso/-/detalle/34786/viajes-calvitour?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,+34 660 900 309 / +34 986 890 793,viajescalvitour@gruposercom.com,,,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,,,,,
VIAJES CARBALLO GALICIA,https://www.turismo.gal/recurso/-/detalle/180306000052/viajes-carballo-galicia?langId=es_ES&tp=73&ctre=153,"Alejandro Cerecedo, 8B porta 34 36600 Vilagarcía de Arousa - Pontevedra",Agencia de viajes,,,viajescarballogalicia@hotmail.com,,https://www.viajescarballogalicia.es/,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Ruta del Mar de Arousa y Ulla,,,,
VIAJES CHICHIRICA,https://www.turismo.gal/recurso/-/detalle/35863/viajes-chichirica?langId=es_ES&tp=73&ctre=153,"XOÁN CARLOS I, 3 -B 36600 Vilagarcía de Arousa - Pontevedra",Agencia de viajes,,+34 986 186 211,,"42º 35' 54.6"" N - 8º 45' 52.5"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,Ruta del Mar de Arousa y Ulla,,,,
VIAJES CICELY,https://www.turismo.gal/recurso/-/detalle/270919734/viajes-cicely?langId=es_ES&tp=73&ctre=153,"PRAZA ESCULTOR XOÁN PIÑEIRO, 1 36211 Vigo - Pontevedra",Agencia de viajes,,+34 986 122 082,,"42º 13' 26.0"" N - 8º 43' 55.9"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués de la costa,,,,
"VIAJES CRISOL, S.A.",https://www.turismo.gal/recurso/-/detalle/xg-po-000237/viajes-crisol-s.a.?langId=es_ES&tp=73&ctre=153,"REPÚBLICA ARXENTINA, 16 0 Vigo - Pontevedra",Agencia de viajes,,,,,,Grupo: Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués de la costa,,,,
"VIAJES CRISOL, S.A.",https://www.turismo.gal/recurso/-/detalle/xg-po-000293/viajes-crisol-s.a.?langId=es_ES&tp=73&ctre=153,"GRAN VIA, Nº 31 0 Vigo - Pontevedra",Agencia de viajes,,,,,,Grupo: Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués de la costa,,,,
VIAJES DARIO,https://www.turismo.gal/recurso/-/detalle/260245757/viajes-dario?langId=es_ES&tp=73&ctre=153,"Paseo de Colón , nº 12 36002 Pontevedra - Pontevedra",Agencia de viajes,,+34 986 861 543,dario@viajesdario.com,"42º 25' 50.9"" N - 8º 39' 04.3"" W",,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués | Camino Portugués de la costa,,,,
VIAJES DESTINA VIGO,https://www.turismo.gal/recurso/-/detalle/171219000080/viajes-destina-vigo?langId=es_ES&tp=73&ctre=153,"HISPANIDAD, nº 55 36203 Vigo - Pontevedra",Agencia de viajes,,+34 986 334 138,promocioneschega@gmail.com,,,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués de la costa,,,,
"VIAJES DEZA, S. L.",https://www.turismo.gal/recurso/-/detalle/15764/viajes-deza-s.-l.?langId=es_ES&tp=73&ctre=153,"RÚA ALMUIÑA, 12 36900 Marín - Pontevedra",Agencia de viajes,,+34 986 838 084,viajesdeza@viajesdeza.com,"42º 23' 35.0"" N - 8º 42' 10.0"" W",https://www.viajesdeza.com/,Grupo: Minorista | Tipo agencia: Sucursal de una casa matriz en Galicia,,,,,
"VIAJES DEZA, S.L.",https://www.turismo.gal/recurso/-/detalle/286/viajes-deza-s.l.?langId=es_ES&tp=73&ctre=153,"Calle Michelena, nº 25 36002 Pontevedra - Pontevedra",Agencia de viajes,,+34 986 850 462,viajesdeza@viajesdeza.com,"42º 25' 53.3"" N - 8º 38' 46.3"" W",https://www.viajesdeza.com/,Grupo: Minorista | Tipo agencia: Casa matriz,Camino Portugués | Camino Portugués de la costa,,,,
"VIAJES EL CORTE INGLÉS, S. A.",https://www.turismo.gal/recurso/-/detalle/15783/viajes-el-corte-ingles-s.-a.?langId=es_ES&tp=73&ctre=153,"PRAZA DA PEREGRINA, 1 - 1.º 36001 Pontevedra - Pontevedra",Agencia de viajes,,+34 986 848 177,pontevedra@viajeseci.es,"42º 25' 49.9"" N - 8º 38' 37.6"" W",http://www.viajeselcorteingles.es/,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués | Camino Portugués de la costa,,,,
"VIAJES EL CORTE INGLÉS, S. A.",https://www.turismo.gal/recurso/-/detalle/292/viajes-el-corte-ingles-s.-a.?langId=es_ES&tp=73&ctre=153,"RÚA RAMÓN GONZÁLEZ, 29 36400 O Porriño - Pontevedra",Agencia de viajes,,+34 986 335 534,porrino@viajeseci.es,"42º 09' 40.1"" N - 8º 37' 15.3"" W",http://www.viajeselcorteingles.es/,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués,,,,
"VIAJES EL CORTE INGLÉS, S. A.",https://www.turismo.gal/recurso/-/detalle/xg-po-000051/viajes-el-corte-ingles-s.-a.?langId=es_ES&tp=73&ctre=153,"Calle Venezuela , nº 17 36203 Vigo - Pontevedra",Agencia de viajes,,,,,,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués de la costa,,,,
"VIAJES EL CORTE INGLÉS, S. A.",https://www.turismo.gal/recurso/-/detalle/xg-po-000167/viajes-el-corte-ingles-s.-a.?langId=es_ES&tp=73&ctre=153,"AVDA. DAS CAMELIAS, 119 36211 Vigo - Pontevedra",Agencia de viajes,,,,,,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués de la costa,,,,
"VIAJES EL CORTE INGLÉS, S.A",https://www.turismo.gal/recurso/-/detalle/31989/viajes-el-corte-ingles-s.a?langId=es_ES&tp=73&ctre=153,"VICENTE RISCO, 1 0 Vilagarcía de Arousa - Pontevedra",Agencia de viajes,,+34 986 565 182,vilagarcia@viajeseci.es,"42º 35' 36.0"" N - 8º 45' 57.4"" W",http://www.viajeselcorteingles.es/,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Ruta del Mar de Arousa y Ulla,,,,
"VIAJES EL CORTE INGLÉS, S.A.",https://www.turismo.gal/recurso/-/detalle/xg-po-000052/viajes-el-corte-ingles-s.a.?langId=es_ES&tp=73&ctre=153,"R/ GRAN VÍA, 25 36204 Vigo - Pontevedra",Agencia de viajes,,,,,,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués de la costa,,,,
"VIAJES EL CORTE INGLÉS, S.A.",https://www.turismo.gal/recurso/-/detalle/xg-po-000141/viajes-el-corte-ingles-s.a.?langId=es_ES&tp=73&ctre=153,"RÚA ECUADOR, 77 36204 Vigo - Pontevedra",Agencia de viajes,,,,"42º 13' 54.7"" N - 8º 42' 59.6"" W",,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués de la costa,,,,
"VIAJES EL CORTE INGLÉS, SA",https://www.turismo.gal/recurso/-/detalle/211230000221/viajes-el-corte-ingles-sa?langId=es_ES&tp=73&ctre=153,"Estación, nº 1 36201 Vigo - Pontevedra",Agencia de viajes,,,notificaciones@elcorteingles.es,,,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia | Modalidad: Agencias de viajes con establecimiento físico,Camino Portugués de la costa,,,,
VIAJES ESTYSOL,https://www.turismo.gal/recurso/-/detalle/280381845/viajes-estysol?langId=es_ES&tp=73&ctre=153,LUGAR DE VINQUIÑO 25 36969 Sanxenxo - Pontevedra,Agencia de viajes,,+34 986 724 484,estysolgalicia@viajesestysol.c,,,Grupo: Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Ruta del Mar de Arousa y Ulla,,,,
"VIAJES FISTERRA, S.L.",https://www.turismo.gal/recurso/-/detalle/296/viajes-fisterra-s.l.?langId=es_ES&tp=73&ctre=153,"Calle Ourense (edificio Mourigada), 24 baixo 12 36960 Sanxenxo - Pontevedra",Agencia de viajes,,+34 986 724 102,info@interrias.com,"42º 24' 07.1"" N - 8º 48' 35.6"" W",http://www.interrias.com/,Grupo: Mayorista-Minorista | Tipo agencia: Casa matriz,Ruta del Mar de Arousa y Ulla,,,,
VIAJES GALICIES,https://www.turismo.gal/recurso/-/detalle/191025000291/viajes-galicies?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,info@viajesgalicies.es,,http://www.viajesgalicies.es/,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,,,,,
VIAJES HALCÓN,https://www.turismo.gal/recurso/-/detalle/161221000040/viajes-halcon?langId=es_ES&tp=73&ctre=153,"Calle Concepción Arenal, nº 92 36950 Moaña - Pontevedra",Agencia de viajes,,,,,,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia | Modalidad: Agencias de viajes con establecimiento físico,,,,,
VIAJES HALCÓN,https://www.turismo.gal/recurso/-/detalle/261055377/viajes-halcon?langId=es_ES&tp=73&ctre=153,GRAN VIA 35 36204 Vigo - Pontevedra,Agencia de viajes,,+34 986 485 402,,"42º 13' 53.2"" N - 8º 43' 04.1"" W",,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués de la costa,,,,
VIAJES HALCÓN,https://www.turismo.gal/recurso/-/detalle/280365549/viajes-halcon?langId=es_ES&tp=73&ctre=153,"R/ FRANCISCO REY RIVERO, Nº 4 0 Vilanova de Arousa - Pontevedra",Agencia de viajes,,+34 986 554 910,halcon567@halcon-viajes.es,"42º 33' 47.8"" N - 8º 49' 30.8"" W",http://www.halcon-viajes.es/,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Ruta del Mar de Arousa y Ulla,,,,
VIAJES HALCÓN,https://www.turismo.gal/recurso/-/detalle/280377235/viajes-halcon?langId=es_ES&tp=73&ctre=153,"PAZOS FONTENLA, 47 0 Bueu - Pontevedra",Agencia de viajes,,+34 986 324 490,halcons59@halcon-viajes.es,"42º 19' 31.5"" N - 8º 47' 08.5"" W",,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,,,,,
VIAJES HALCÓN,https://www.turismo.gal/recurso/-/detalle/280383251/viajes-halcon?langId=es_ES&tp=73&ctre=153,"MARTÍN ECHEGARAY, 28 36209 Vigo - Pontevedra",Agencia de viajes,,+34 986 241 513,halconq87@halcon-viajes.es,,,Grupo: Mayorista-Minorista | Tipo agencia: Sucursal de una casa matriz no de Galicia,Camino Portugués de la costa,,,,
