restaurant_url;nombre_tripadvisor;calificacion_tripadvisor;ubicacion_tripadvisor;web_tripadvisor;telefono_tripadvisor;correo_tripadvisor;acerca_de_tripadvisor;general_hours;daily_hours;features_before;features_after
https://www.tripadvisor.com/Restaurant_Review-g488307-d7360776-Reviews-Taberna_Zentola-Pontevedra_Province_of_Pontevedra_Galicia.html;Taberna Zentola;2.8;Rua Paio Gomez Charino Nº 5 Bajo A dos minutos del ayuntamiento. Situado frente el Teatro Principal., 36002 Pontevedra Spain;http://www.facebook.com/tabernazentola/;+34 986 86 20 52;;"About
TYPICAL FOOD & ATMOSPHERE #MADEINGALICIA Taberna Zentola is a full immersion in Galician culture. The establishment decorated by the famous Galician designers Rei Zentolo, is full of symbology and “retranca” from our land. Our cooking joins the best of our typical cuisine with a contemporary twist. Tapas, meats, fishes, typical desserts... The best selection at a special price to regain strength!!
Features
See all features
Accepts credit cards: Visa
Lunch, Dinner, Drinks
Table Service";;;"About
TYPICAL FOOD & ATMOSPHERE #MADEINGALICIA Taberna Zentola is a full immersion in Galician culture. The establishment decorated by the famous Galician designers Rei Zentolo, is full of symbology and “retranca” from our land. Our cooking joins the best of our typical cuisine with a contemporary twist. Tapas, meats, fishes, typical desserts... The best selection at a special price to regain strength!!";"See all features
Accepts credit cards: Visa
Lunch, Dinner, Drinks
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d2216144-Reviews-Bar_Rianxo-Pontevedra_Province_of_Pontevedra_Galicia.html;Bar Rianxo;3.3;Eirado Da Lena, 6, 36002 Pontevedra Spain;;+34 986 85 52 11;;"About
Features
See all features
Accepts Credit Cards
Lunch, Dinner
Table Service";;;About;"See all features
Accepts Credit Cards
Lunch, Dinner
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d12256041-Reviews-Pulperia_As_Campas-Pontevedra_Province_of_Pontevedra_Galicia.html;Pulperia As Campás;3.7;Rúa Da Alhóndiga, 1, 36002 Pontevedra Spain;;+34 600 28 92 25;pulperiaascampas@gmail.com;"About
Features
See all features
Gluten free options
Accepts credit cards: Mastercard, Visa
Lunch, Dinner";;;About;"See all features
Gluten free options
Accepts credit cards: Mastercard, Visa
Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d11705547-Reviews-Restaurante_Groba-Pontevedra_Province_of_Pontevedra_Galicia.html;Restaurante Groba;2.9;Candean Herminde N 49, 36317 Pontevedra Spain;http://www.restaurantegroba.com/;+34 664 59 70 68;restaurantegroba@hotmail.com;"About
Features
See all features
Dinner
Table Service
Mediterranean, Spanish, Grill";;;About;"See all features
Dinner
Table Service
Mediterranean, Spanish, Grill"
https://www.tripadvisor.com/Restaurant_Review-g488307-d25455946-Reviews-Rincon_Peregrino-Pontevedra_Province_of_Pontevedra_Galicia.html;Rincon Peregrino;3.1;Av. Eduardo Pondal 9 bajp, 36003 Pontevedra Spain;;+34 886 03 03 25;;"About
Features
See all features
Accepts credit cards: American Express, Mastercard, Visa
Breakfast, Lunch, Dinner, Drinks
Delivery, Family style, Table Service, Takeout";;;About;"See all features
Accepts credit cards: American Express, Mastercard, Visa
Breakfast, Lunch, Dinner, Drinks
Delivery, Family style, Table Service, Takeout"
https://www.tripadvisor.com/Restaurant_Review-g488307-d4588402-Reviews-Casa_Duran-Pontevedra_Province_of_Pontevedra_Galicia.html;Casa Duran;3.8;Rua Virgen del Camino 17, 36001 Pontevedra Spain;http://restaurantemorgana.es/;+34 886 30 64 45;;"About
Features
See all features
Lunch, Dinner
Table Service
Seating";;;About;"See all features
Lunch, Dinner
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d9796390-Reviews-Bocateria_Tris-Pontevedra_Province_of_Pontevedra_Galicia.html;Bocateria Tris;3.8;Rua Fray Juan Navarrete 10 Interior In a backyard, 36001 Pontevedra Spain;http://www.facebook.com/Bocater%C3%ADa-Tris-161426390566874;+34 986 86 27 11;bocateriatris@hotmail.es;"About
Features
See all features
Vegetarian friendly, Vegan options
Cash Only, Accepts Credit Cards
Lunch, Dinner, Drinks";;;About;"See all features
Vegetarian friendly, Vegan options
Cash Only, Accepts Credit Cards
Lunch, Dinner, Drinks"
https://www.tripadvisor.com/Restaurant_Review-g488307-d3343625-Reviews-CASA_DIGNA-Pontevedra_Province_of_Pontevedra_Galicia.html;CASA DIGNA;3.0;Praza Gremio dos Mareantes 14, 36001 Pontevedra Spain;http://www.casadigna.info/;+34 986 85 12 99;casa_digna@archivate.com;"About
Features
See all features
Digital Payments, Accepts credit cards: American Express, Discover, Mastercard, Visa
Lunch, Dinner, Late Night, Drinks
Drive Thru, Family style, Table Service";;;About;"See all features
Digital Payments, Accepts credit cards: American Express, Discover, Mastercard, Visa
Lunch, Dinner, Late Night, Drinks
Drive Thru, Family style, Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d4041543-Reviews-Asador_Virgen_del_Camino-Pontevedra_Province_of_Pontevedra_Galicia.html;Asador Virgen del Camino;3.6;Rua Virgen del Camino 55 36001, 36001 Pontevedra Spain;http://www.hotelvirgendelcamino.com/;+34 986 90 40 37;reservas@hotelvirgendelcamino.com;"About
Features
See all features
Lunch
Table Service
Seating";;;About;"See all features
Lunch
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d27414694-Reviews-Varela_Churrasqueria-Pontevedra_Province_of_Pontevedra_Galicia.html;Varela Churrasquería;3.0;Rua Don Gonzalo, 4, 36002 Pontevedra Spain;https://varelachurrasqueria.com/;+34 679 11 50 77;reservas@varelachurrasqueria.com;"About
Features
See all features
Accepts Credit Cards
Lunch, Dinner
Table Service";;;About;"See all features
Accepts Credit Cards
Lunch, Dinner
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d7226649-Reviews-Restaurant_Taperia_5_Calles-Pontevedra_Province_of_Pontevedra_Galicia.html;Restaurant - Taperia 5 Calles;3.5;Calle Isabel II 23 Bajo, 36002 Pontevedra Spain;;+34 886 20 49 70;taperia5calles@gmail.com;"About
Features
See all features
Lunch, Dinner
Table Service, Takeout
Seating";;;About;"See all features
Lunch, Dinner
Table Service, Takeout
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d14216341-Reviews-La_Tagliatella_Pontevedra-Pontevedra_Province_of_Pontevedra_Galicia.html;La Tagliatella Pontevedra;3.3;Calle Cobian Roffignac 6, 36002 Pontevedra Spain;http://www.latagliatella.es/;+34 986 11 28 20;comunicacion@latagliatella.es;"About
Features
See all features
Lunch, Dinner
Table Service
Seating";;;About;"See all features
Lunch, Dinner
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d24062614-Reviews-Tia_Pepa-Pontevedra_Province_of_Pontevedra_Galicia.html;Tía Pepa;3.0;Calle Luis Braille 34, 36160 Pontevedra Spain;;+34 654 83 41 87;tiapepapontevedra@gmail.com;"About
Features
See all features
Lunch, Dinner
Family style, Table Service
Outdoor Seating, Seating";;;About;"See all features
Lunch, Dinner
Family style, Table Service
Outdoor Seating, Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d6224983-Reviews-The_Rocks-Pontevedra_Province_of_Pontevedra_Galicia.html;The Rocks;3.1;Padrinan 45 Sanxenxo Sanxenxo, 36960 Pontevedra Spain;http://www.facebook.com/Las-Rocas-305655276238152/;+34 986 72 05 59;;"About
The Rocks is a traditional restaurant located in PADRINAN , close to sanxenxo center, is characterized by dining in the shade of vines and sheltered anntiguas a natural rock wall . The specialties of the house are ; Seafood paella and meat and fish dishes , among which the largest Galician beef steaks and grilled sardines, plus a wide variety of tapas of typical products of the Rias Baixas . A friendly atmosphere and quality cuisine behind us since 1986.
Read more
Features
See all features
Digital Payments, Accepts credit cards: Mastercard, Visa
Lunch, Dinner, Drinks
Table Service, Takeout";;;"About
The Rocks is a traditional restaurant located in PADRINAN , close to sanxenxo center, is characterized by dining in the shade of vines and sheltered anntiguas a natural rock wall . The specialties of the house are ; Seafood paella and meat and fish dishes , among which the largest Galician beef steaks and grilled sardines, plus a wide variety of tapas of typical products of the Rias Baixas . A friendly atmosphere and quality cuisine behind us since 1986.
Read more";"See all features
Digital Payments, Accepts credit cards: Mastercard, Visa
Lunch, Dinner, Drinks
Table Service, Takeout"
https://www.tripadvisor.com/Restaurant_Review-g488307-d1829179-Reviews-La_Camara-Pontevedra_Province_of_Pontevedra_Galicia.html;La Cámara;2.7;Praza Teucro 18 Casco histórico de Pontevedra-Camino de Santiago, 36002 Pontevedra Spain;http://www.facebook.com/LaCamaraRestaurante/;+34 986 09 03 06;lacamararestaurante@hotmail.com;"About
Features
See all features
Dinner, Late Night
Table Service
Outdoor Seating, Seating";;;About;"See all features
Dinner, Late Night
Table Service
Outdoor Seating, Seating"
